,Unnamed: 0,Year,Month,State,Primary Mode,Illnesses,Hospitalizations,Deaths,Outbreak ID,Strain,Density (Pop./ mi2),Landarea(mi2),HDI (2017)[note 1],HDI (1995),Average High (F),Average Low (F),Length of Genome,%GC,Protein Coding Genes,Genes Overall,tRNA Genes
150,242,2009,9,Oregon,Other,4,1.0,0.0,2009 9 Oregon,O157:H7,41,95988,0.934,0.882,64.0,42.0,5.59,50.45,"5,155","5,417",103
151,243,2009,9,Oregon,Other,4,2.0,0.0,2009 9 Oregon,O157:H7,41,95988,0.934,0.882,64.0,42.0,5.59,50.45,"5,155","5,417",103
152,245,2001,9,Oregon,Food,8,0.0,0.0,2001 9 Oregon,O157:H7,41,95988,0.934,0.882,64.0,42.0,5.59,50.45,"5,155","5,417",103
153,246,2010,9,Oregon,Other,7,3.0,0.0,2010 9 Oregon,O157:H7,41,95988,0.934,0.882,64.0,42.0,5.59,50.45,"5,155","5,417",103
154,249,2003,5,Oregon,Food,3,1.0,0.0,2003 5 Oregon,O157:H7,41,95988,0.934,0.882,74.0,49.0,5.59,50.45,"5,155","5,417",103
155,250,2006,5,Oregon,Food,4,2.0,0.0,2006 5 Oregon,O157:H7,41,95988,0.934,0.882,74.0,49.0,5.59,50.45,"5,155","5,417",103
156,251,2006,11,Oregon,Food,3,1.0,0.0,2006 11 Oregon,O157:H7,41,95988,0.934,0.882,46.0,34.0,5.59,50.45,"5,155","5,417",103
157,252,2007,3,Oregon,Food,2,2.0,0.0,2007 3 Oregon,O157:H7,41,95988,0.934,0.882,61.0,40.0,5.59,50.45,"5,155","5,417",103
158,253,2011,4,Wisconsin,Food,13,3.0,0.0,2011 4 Wisconsin,O157:H7,106,54158,0.932,0.8859999999999999,65.0,47.0,5.59,50.45,"5,155","5,417",103
159,256,2011,7,Wisconsin,Other,19,5.0,1.0,2011 7 Wisconsin,O157:H7,106,54158,0.932,0.8859999999999999,78.0,63.0,5.59,50.45,"5,155","5,417",103
160,257,2012,7,Wisconsin,Other,7,3.0,0.0,2012 7 Wisconsin,O157:H7,106,54158,0.932,0.8859999999999999,78.0,63.0,5.59,50.45,"5,155","5,417",103
161,259,2000,7,Wisconsin,Food,736,23.0,1.0,2000 7 Wisconsin,O157:H7,106,54158,0.932,0.8859999999999999,78.0,63.0,5.59,50.45,"5,155","5,417",103
162,260,2000,7,Wisconsin,Food,52,0.0,0.0,2000 7 Wisconsin,O157:H7,106,54158,0.932,0.8859999999999999,78.0,63.0,5.59,50.45,"5,155","5,417",103
163,266,2017,7,Wisconsin,Other,2,1.0,0.0,2017 7 Wisconsin,O157:H7,106,54158,0.932,0.8859999999999999,78.0,63.0,5.59,50.45,"5,155","5,417",103
164,267,2011,8,Wisconsin,Other,14,1.0,0.0,2011 8 Wisconsin,O157:H7,106,54158,0.932,0.8859999999999999,71.0,55.0,5.59,50.45,"5,155","5,417",103
165,269,2000,8,Wisconsin,Food,6,3.0,0.0,2000 8 Wisconsin,O157:H7,106,54158,0.932,0.8859999999999999,71.0,55.0,5.59,50.45,"5,155","5,417",103
166,270,2001,8,Wisconsin,Food,55,6.0,0.0,2001 8 Wisconsin,O157:H7,106,54158,0.932,0.8859999999999999,71.0,55.0,5.59,50.45,"5,155","5,417",103
167,271,2002,8,Wisconsin,Food,19,11.0,0.0,2002 8 Wisconsin,O157:H7,106,54158,0.932,0.8859999999999999,71.0,55.0,5.59,50.45,"5,155","5,417",103
168,272,2010,8,Wisconsin,Other,7,3.0,0.0,2010 8 Wisconsin,O157:H7,106,54158,0.932,0.8859999999999999,71.0,55.0,5.59,50.45,"5,155","5,417",103
169,279,2009,6,Wisconsin,Other,7,1.0,0.0,2009 6 Wisconsin,O157:H7,106,54158,0.932,0.8859999999999999,80.0,64.0,5.59,50.45,"5,155","5,417",103
170,280,1998,6,Wisconsin,Food,47,10.0,0.0,1998 6 Wisconsin,O157:H7,106,54158,0.932,0.8859999999999999,80.0,64.0,5.59,50.45,"5,155","5,417",103
171,281,1998,6,Wisconsin,Food,63,24.0,0.0,1998 6 Wisconsin,O157:H7,106,54158,0.932,0.8859999999999999,80.0,64.0,5.59,50.45,"5,155","5,417",103
172,288,2011,10,Wisconsin,Other,6,3.0,0.0,2011 10 Wisconsin,O157:H7,106,54158,0.932,0.8859999999999999,46.0,32.0,5.59,50.45,"5,155","5,417",103
173,289,2011,10,Wisconsin,Food,4,1.0,0.0,2011 10 Wisconsin,O157:H7,106,54158,0.932,0.8859999999999999,46.0,32.0,5.59,50.45,"5,155","5,417",103
174,290,2012,10,Wisconsin,Other,2,1.0,0.0,2012 10 Wisconsin,O157:H7,106,54158,0.932,0.8859999999999999,46.0,32.0,5.59,50.45,"5,155","5,417",103
175,291,2000,10,Wisconsin,Food,29,4.0,0.0,2000 10 Wisconsin,O157:H7,106,54158,0.932,0.8859999999999999,46.0,32.0,5.59,50.45,"5,155","5,417",103
176,292,2001,10,Wisconsin,Food,34,6.0,0.0,2001 10 Wisconsin,O157:H7,106,54158,0.932,0.8859999999999999,46.0,32.0,5.59,50.45,"5,155","5,417",103
177,293,2013,3,Wisconsin,Food,3,1.0,0.0,2013 3 Wisconsin,O157:H7,106,54158,0.932,0.8859999999999999,54.0,37.0,5.59,50.45,"5,155","5,417",103
178,296,1998,11,Wisconsin,Food,13,3.0,0.0,1998 11 Wisconsin,O157:H7,106,54158,0.932,0.8859999999999999,33.0,20.0,5.59,50.45,"5,155","5,417",103
179,299,2011,4,Tennessee,Other,9,2.0,0.0,2011 4 Tennessee,O157:H7,160,41235,0.897,0.851,81.0,62.0,5.59,50.45,"5,155","5,417",103
180,301,2012,4,Tennessee,Other,8,2.0,0.0,2012 4 Tennessee,O157:H7,160,41235,0.897,0.851,81.0,62.0,5.59,50.45,"5,155","5,417",103
181,302,1999,4,Tennessee,Food,30,2.0,0.0,1999 4 Tennessee,O157:H7,160,41235,0.897,0.851,81.0,62.0,5.59,50.45,"5,155","5,417",103
182,303,2002,4,Tennessee,Food,26,2.0,0.0,2002 4 Tennessee,O157:H7,160,41235,0.897,0.851,81.0,62.0,5.59,50.45,"5,155","5,417",103
183,304,2016,4,Tennessee,Other,22,4.0,0.0,2016 4 Tennessee,O157:H7,160,41235,0.897,0.851,81.0,62.0,5.59,50.45,"5,155","5,417",103
184,306,2013,5,Tennessee,Other,2,1.0,0.0,2013 5 Tennessee,O157:H7,160,41235,0.897,0.851,89.0,70.0,5.59,50.45,"5,155","5,417",103
185,309,2008,5,Tennessee,Food,6,4.0,0.0,2008 5 Tennessee,O157:H7,160,41235,0.897,0.851,89.0,70.0,5.59,50.45,"5,155","5,417",103
186,310,2013,6,Tennessee,Food,7,3.0,0.0,2013 6 Tennessee,O157:H7,160,41235,0.897,0.851,92.0,74.0,5.59,50.45,"5,155","5,417",103
187,313,2010,6,Tennessee,Other,14,4.0,0.0,2010 6 Tennessee,O157:H7,160,41235,0.897,0.851,92.0,74.0,5.59,50.45,"5,155","5,417",103
188,315,2013,7,Tennessee,Other,34,0.0,0.0,2013 7 Tennessee,O157:H7,160,41235,0.897,0.851,91.0,73.0,5.59,50.45,"5,155","5,417",103
189,316,2013,10,Tennessee,Food,9,5.0,0.0,2013 10 Tennessee,O157:H7,160,41235,0.897,0.851,63.0,44.0,5.59,50.45,"5,155","5,417",103
190,317,2003,10,Tennessee,Food,6,0.0,0.0,2003 10 Tennessee,O157:H7,160,41235,0.897,0.851,63.0,44.0,5.59,50.45,"5,155","5,417",103
191,318,2008,10,Tennessee,Food,12,2.0,0.0,2008 10 Tennessee,O157:H7,160,41235,0.897,0.851,63.0,44.0,5.59,50.45,"5,155","5,417",103
192,321,2016,10,Tennessee,Other,4,2.0,0.0,2016 10 Tennessee,O157:H7,160,41235,0.897,0.851,63.0,44.0,5.59,50.45,"5,155","5,417",103
193,322,2010,2,Tennessee,Food,3,0.0,0.0,2010 2 Tennessee,O157:H7,160,41235,0.897,0.851,64.0,44.0,5.59,50.45,"5,155","5,417",103
194,327,2014,9,Tennessee,Other,2,2.0,0.0,2014 9 Tennessee,O157:H7,160,41235,0.897,0.851,74.0,54.0,5.59,50.45,"5,155","5,417",103
195,330,2007,8,Tennessee,Food,2,2.0,0.0,2007 8 Tennessee,O157:H7,160,41235,0.897,0.851,85.0,65.0,5.59,50.45,"5,155","5,417",103
196,333,2015,11,Tennessee,Food,13,0.0,0.0,2015 11 Tennessee,O157:H7,160,41235,0.897,0.851,52.0,35.0,5.59,50.45,"5,155","5,417",103
197,334,2011,3,Missouri,Other,3,0.0,0.0,2011 3 Missouri,O157:H7,88,68742,0.91,0.871,67.0,44.0,5.59,50.45,"5,155","5,417",103
198,335,2012,3,Missouri,Food,19,5.0,0.0,2012 3 Missouri,O157:H7,88,68742,0.91,0.871,67.0,44.0,5.59,50.45,"5,155","5,417",103
199,336,2014,3,Missouri,Other,5,1.0,0.0,2014 3 Missouri,O157:H7,88,68742,0.91,0.871,67.0,44.0,5.59,50.45,"5,155","5,417",103
200,337,2011,6,Missouri,Other,8,1.0,0.0,2011 6 Missouri,O157:H7,88,68742,0.91,0.871,88.0,68.0,5.59,50.45,"5,155","5,417",103
201,339,2013,6,Missouri,Food,6,4.0,0.0,2013 6 Missouri,O157:H7,88,68742,0.91,0.871,88.0,68.0,5.59,50.45,"5,155","5,417",103
202,341,2016,6,Missouri,Other,13,1.0,0.0,2016 6 Missouri,O157:H7,88,68742,0.91,0.871,88.0,68.0,5.59,50.45,"5,155","5,417",103
203,344,2011,9,Missouri,Other,4,2.0,0.0,2011 9 Missouri,O157:H7,88,68742,0.91,0.871,69.0,45.0,5.59,50.45,"5,155","5,417",103
204,345,2012,9,Missouri,Other,8,4.0,0.0,2012 9 Missouri,O157:H7,88,68742,0.91,0.871,69.0,45.0,5.59,50.45,"5,155","5,417",103
205,346,2016,9,Missouri,Other,26,1.0,0.0,2016 9 Missouri,O157:H7,88,68742,0.91,0.871,69.0,45.0,5.59,50.45,"5,155","5,417",103
206,347,2012,8,Missouri,Other,12,7.0,0.0,2012 8 Missouri,O157:H7,88,68742,0.91,0.871,80.0,57.0,5.59,50.45,"5,155","5,417",103
207,348,2013,8,Missouri,Food,3,2.0,0.0,2013 8 Missouri,O157:H7,88,68742,0.91,0.871,80.0,57.0,5.59,50.45,"5,155","5,417",103
208,349,2016,8,Missouri,Other,6,3.0,0.0,2016 8 Missouri,O157:H7,88,68742,0.91,0.871,80.0,57.0,5.59,50.45,"5,155","5,417",103
209,352,2009,5,Missouri,Other,12,2.0,0.0,2009 5 Missouri,O157:H7,88,68742,0.91,0.871,83.0,64.0,5.59,50.45,"5,155","5,417",103
210,353,2008,4,Missouri,Food,4,2.0,0.0,2008 4 Missouri,O157:H7,88,68742,0.91,0.871,75.0,54.0,5.59,50.45,"5,155","5,417",103
211,354,2003,4,Missouri,Food,3,3.0,0.0,2003 4 Missouri,O157:H7,88,68742,0.91,0.871,75.0,54.0,5.59,50.45,"5,155","5,417",103
212,355,2010,4,Missouri,Other,28,4.0,0.0,2010 4 Missouri,O157:H7,88,68742,0.91,0.871,75.0,54.0,5.59,50.45,"5,155","5,417",103
213,356,2000,1,Missouri,Food,8,2.0,0.0,2000 1 Missouri,O157:H7,88,68742,0.91,0.871,45.0,25.0,5.59,50.45,"5,155","5,417",103
214,357,2015,10,Missouri,Food,6,0.0,0.0,2015 10 Missouri,O157:H7,88,68742,0.91,0.871,56.0,35.0,5.59,50.45,"5,155","5,417",103
215,359,2010,11,Missouri,Other,11,3.0,1.0,2010 11 Missouri,O157:H7,88,68742,0.91,0.871,43.0,24.0,5.59,50.45,"5,155","5,417",103
216,360,2011,6,Alabama,Other,19,3.0,0.0,2011 6 Alabama,O157:H7,95,50645,0.882,0.8390000000000001,92.0,71.0,5.59,50.45,"5,155","5,417",103
217,362,2007,6,Alabama,Food,26,11.0,1.0,2007 6 Alabama,O157:H7,95,50645,0.882,0.8390000000000001,92.0,71.0,5.59,50.45,"5,155","5,417",103
218,363,2007,7,Alabama,Food,4,3.0,0.0,2007 7 Alabama,O157:H7,95,50645,0.882,0.8390000000000001,92.0,71.0,5.59,50.45,"5,155","5,417",103
219,364,2008,2,Alabama,Food,17,7.0,0.0,2008 2 Alabama,O157:H7,95,50645,0.882,0.8390000000000001,70.0,45.0,5.59,50.45,"5,155","5,417",103
220,370,2010,10,Maryland,Food,7,4.0,0.0,2010 10 Maryland,O157:H7,618,9707,0.94,0.885,58.0,43.0,5.59,50.45,"5,155","5,417",103
221,371,2016,10,Maryland,Food,5,1.0,0.0,2016 10 Maryland,O157:H7,618,9707,0.94,0.885,58.0,43.0,5.59,50.45,"5,155","5,417",103
222,372,2017,10,Maryland,Other,3,1.0,0.0,2017 10 Maryland,O157:H7,618,9707,0.94,0.885,58.0,43.0,5.59,50.45,"5,155","5,417",103
223,373,2012,7,Maryland,Food,7,2.0,0.0,2012 7 Maryland,O157:H7,618,9707,0.94,0.885,87.0,71.0,5.59,50.45,"5,155","5,417",103
224,384,1998,8,Maryland,Food,6,2.0,0.0,1998 8 Maryland,O157:H7,618,9707,0.94,0.885,80.0,64.0,5.59,50.45,"5,155","5,417",103
225,385,2002,6,Maryland,Food,5,0.0,0.0,2002 6 Maryland,O157:H7,618,9707,0.94,0.885,89.0,73.0,5.59,50.45,"5,155","5,417",103
226,386,2015,5,Maryland,Other,23,4.0,0.0,2015 5 Maryland,O157:H7,618,9707,0.94,0.885,85.0,67.0,5.59,50.45,"5,155","5,417",103
227,388,2011,6,Washington,Other,6,1.0,0.0,2011 6 Washington,O157:H7,107,66456,0.945,0.904,76.0,56.0,5.59,50.45,"5,155","5,417",103
228,389,2013,6,Washington,Other,12,2.0,0.0,2013 6 Washington,O157:H7,107,66456,0.945,0.904,76.0,56.0,5.59,50.45,"5,155","5,417",103
229,390,1999,6,Washington,Food,5,2.0,,1999 6 Washington,O157:H7,107,66456,0.945,0.904,76.0,56.0,5.59,50.45,"5,155","5,417",103
230,393,2008,6,Washington,Food,2,0.0,0.0,2008 6 Washington,O157:H7,107,66456,0.945,0.904,76.0,56.0,5.59,50.45,"5,155","5,417",103
231,394,2011,8,Washington,Food,3,3.0,0.0,2011 8 Washington,O157:H7,107,66456,0.945,0.904,71.0,52.0,5.59,50.45,"5,155","5,417",103
232,395,2004,8,Washington,Food,6,3.0,0.0,2004 8 Washington,O157:H7,107,66456,0.945,0.904,71.0,52.0,5.59,50.45,"5,155","5,417",103
233,396,2004,8,Washington,Food,3,3.0,0.0,2004 8 Washington,O157:H7,107,66456,0.945,0.904,71.0,52.0,5.59,50.45,"5,155","5,417",103
234,397,2010,8,Washington,Other,3,2.0,0.0,2010 8 Washington,O157:H7,107,66456,0.945,0.904,71.0,52.0,5.59,50.45,"5,155","5,417",103
235,400,2016,8,Washington,Food,9,3.0,0.0,2016 8 Washington,O157:H7,107,66456,0.945,0.904,71.0,52.0,5.59,50.45,"5,155","5,417",103
236,401,2016,8,Washington,Food,2,0.0,0.0,2016 8 Washington,O157:H7,107,66456,0.945,0.904,71.0,52.0,5.59,50.45,"5,155","5,417",103
237,402,2017,8,Washington,Other,3,2.0,0.0,2017 8 Washington,O157:H7,107,66456,0.945,0.904,71.0,52.0,5.59,50.45,"5,155","5,417",103
238,403,2009,5,Washington,Food,5,2.0,0.0,2009 5 Washington,O157:H7,107,66456,0.945,0.904,70.0,52.0,5.59,50.45,"5,155","5,417",103
239,405,2003,5,Washington,Food,3,0.0,0.0,2003 5 Washington,O157:H7,107,66456,0.945,0.904,70.0,52.0,5.59,50.45,"5,155","5,417",103
240,406,2004,5,Washington,Food,3,2.0,0.0,2004 5 Washington,O157:H7,107,66456,0.945,0.904,70.0,52.0,5.59,50.45,"5,155","5,417",103
241,407,2005,5,Washington,Food,3,1.0,0.0,2005 5 Washington,O157:H7,107,66456,0.945,0.904,70.0,52.0,5.59,50.45,"5,155","5,417",103
242,408,2008,5,Washington,Food,10,5.0,0.0,2008 5 Washington,O157:H7,107,66456,0.945,0.904,70.0,52.0,5.59,50.45,"5,155","5,417",103
243,409,2010,5,Washington,Food,2,1.0,0.0,2010 5 Washington,O157:H7,107,66456,0.945,0.904,70.0,52.0,5.59,50.45,"5,155","5,417",103
244,410,2012,10,Washington,Other,4,2.0,0.0,2012 10 Washington,O157:H7,107,66456,0.945,0.904,51.0,40.0,5.59,50.45,"5,155","5,417",103
245,412,1998,10,Washington,Food,11,1.0,0.0,1998 10 Washington,O157:H7,107,66456,0.945,0.904,51.0,40.0,5.59,50.45,"5,155","5,417",103
246,413,2004,10,Washington,Food,4,,,2004 10 Washington,O157:H7,107,66456,0.945,0.904,51.0,40.0,5.59,50.45,"5,155","5,417",103
247,414,2005,10,Washington,Food,9,1.0,0.0,2005 10 Washington,O157:H7,107,66456,0.945,0.904,51.0,40.0,5.59,50.45,"5,155","5,417",103
248,415,2008,10,Washington,Food,68,4.0,0.0,2008 10 Washington,O157:H7,107,66456,0.945,0.904,51.0,40.0,5.59,50.45,"5,155","5,417",103
249,416,2012,7,Washington,Other,2,1.0,0.0,2012 7 Washington,O157:H7,107,66456,0.945,0.904,76.0,56.0,5.59,50.45,"5,155","5,417",103
250,417,2009,7,Washington,Other,12,2.0,0.0,2009 7 Washington,O157:H7,107,66456,0.945,0.904,76.0,56.0,5.59,50.45,"5,155","5,417",103
251,419,2002,7,Washington,Food,55,,0.0,2002 7 Washington,O157:H7,107,66456,0.945,0.904,76.0,56.0,5.59,50.45,"5,155","5,417",103
252,420,2003,7,Washington,Food,5,1.0,0.0,2003 7 Washington,O157:H7,107,66456,0.945,0.904,76.0,56.0,5.59,50.45,"5,155","5,417",103
253,421,2015,7,Washington,Food,5,3.0,0.0,2015 7 Washington,O157:H7,107,66456,0.945,0.904,76.0,56.0,5.59,50.45,"5,155","5,417",103
254,422,2009,9,Washington,Food,3,0.0,0.0,2009 9 Washington,O157:H7,107,66456,0.945,0.904,60.0,46.0,5.59,50.45,"5,155","5,417",103
255,424,2009,9,Washington,Food,4,1.0,0.0,2009 9 Washington,O157:H7,107,66456,0.945,0.904,60.0,46.0,5.59,50.45,"5,155","5,417",103
256,425,2009,9,Washington,Food,2,1.0,0.0,2009 9 Washington,O157:H7,107,66456,0.945,0.904,60.0,46.0,5.59,50.45,"5,155","5,417",103
257,426,1998,9,Washington,Food,8,,,1998 9 Washington,O157:H7,107,66456,0.945,0.904,60.0,46.0,5.59,50.45,"5,155","5,417",103
258,427,1998,9,Washington,Food,4,1.0,0.0,1998 9 Washington,O157:H7,107,66456,0.945,0.904,60.0,46.0,5.59,50.45,"5,155","5,417",103
259,428,2001,9,Washington,Food,14,0.0,0.0,2001 9 Washington,O157:H7,107,66456,0.945,0.904,60.0,46.0,5.59,50.45,"5,155","5,417",103
260,429,2005,9,Washington,Food,4,2.0,0.0,2005 9 Washington,O157:H7,107,66456,0.945,0.904,60.0,46.0,5.59,50.45,"5,155","5,417",103
261,430,2005,9,Washington,Food,2,2.0,0.0,2005 9 Washington,O157:H7,107,66456,0.945,0.904,60.0,46.0,5.59,50.45,"5,155","5,417",103
262,431,2005,9,Washington,Food,14,5.0,2.0,2005 9 Washington,O157:H7,107,66456,0.945,0.904,60.0,46.0,5.59,50.45,"5,155","5,417",103
263,432,2006,9,Washington,Food,2,1.0,0.0,2006 9 Washington,O157:H7,107,66456,0.945,0.904,60.0,46.0,5.59,50.45,"5,155","5,417",103
264,435,2013,2,Washington,Food,3,2.0,0.0,2013 2 Washington,O157:H7,107,66456,0.945,0.904,54.0,39.0,5.59,50.45,"5,155","5,417",103
265,437,2002,11,Washington,Food,4,1.0,0.0,2002 11 Washington,O157:H7,107,66456,0.945,0.904,46.0,36.0,5.59,50.45,"5,155","5,417",103
266,438,2004,3,Washington,Food,2,2.0,0.0,2004 3 Washington,O157:H7,107,66456,0.945,0.904,58.0,42.0,5.59,50.45,"5,155","5,417",103
267,439,2010,3,Washington,Other,21,4.0,1.0,2010 3 Washington,O157:H7,107,66456,0.945,0.904,58.0,42.0,5.59,50.45,"5,155","5,417",103
268,440,2015,4,Washington,Other,40,7.0,0.0,2015 4 Washington,O157:H7,107,66456,0.945,0.904,65.0,47.0,5.59,50.45,"5,155","5,417",103
269,441,2009,3,Michigan,Food,4,1.0,0.0,2009 3 Michigan,O157:H7,175,56539,0.916,0.877,58.0,37.0,5.59,50.45,"5,155","5,417",103
270,442,2014,3,Michigan,Food,2,0.0,0.0,2014 3 Michigan,O157:H7,175,56539,0.916,0.877,58.0,37.0,5.59,50.45,"5,155","5,417",103
271,447,2004,7,Michigan,Food,3,2.0,0.0,2004 7 Michigan,O157:H7,175,56539,0.916,0.877,80.0,59.0,5.59,50.45,"5,155","5,417",103
272,448,2015,7,Michigan,Food,3,3.0,0.0,2015 7 Michigan,O157:H7,175,56539,0.916,0.877,80.0,59.0,5.59,50.45,"5,155","5,417",103
273,451,2012,8,Michigan,Food,90,10.0,0.0,2012 8 Michigan,O157:H7,175,56539,0.916,0.877,73.0,51.0,5.59,50.45,"5,155","5,417",103
274,452,2016,8,Michigan,Food,4,2.0,0.0,2016 8 Michigan,O157:H7,175,56539,0.916,0.877,73.0,51.0,5.59,50.45,"5,155","5,417",103
275,456,2013,4,Michigan,Food,20,7.0,0.0,2013 4 Michigan,O157:H7,175,56539,0.916,0.877,69.0,47.0,5.59,50.45,"5,155","5,417",103
276,457,2000,4,Michigan,Food,4,3.0,0.0,2000 4 Michigan,O157:H7,175,56539,0.916,0.877,69.0,47.0,5.59,50.45,"5,155","5,417",103
277,459,2003,9,Michigan,Food,10,3.0,0.0,2003 9 Michigan,O157:H7,175,56539,0.916,0.877,60.0,41.0,5.59,50.45,"5,155","5,417",103
278,460,1998,11,Michigan,Food,4,,,1998 11 Michigan,O157:H7,175,56539,0.916,0.877,34.0,22.0,5.59,50.45,"5,155","5,417",103
279,462,2011,7,Minnesota,Food,6,1.0,0.0,2011 7 Minnesota,O157:H7,68,79627,0.95,0.9009999999999999,82.0,62.0,5.59,50.45,"5,155","5,417",103
280,463,2011,7,Minnesota,Other,4,0.0,0.0,2011 7 Minnesota,O157:H7,68,79627,0.95,0.9009999999999999,82.0,62.0,5.59,50.45,"5,155","5,417",103
281,465,2012,7,Minnesota,Other,10,0.0,0.0,2012 7 Minnesota,O157:H7,68,79627,0.95,0.9009999999999999,82.0,62.0,5.59,50.45,"5,155","5,417",103
282,466,2012,7,Minnesota,Other,12,1.0,0.0,2012 7 Minnesota,O157:H7,68,79627,0.95,0.9009999999999999,82.0,62.0,5.59,50.45,"5,155","5,417",103
283,469,2012,7,Minnesota,Other,52,2.0,0.0,2012 7 Minnesota,O157:H7,68,79627,0.95,0.9009999999999999,82.0,62.0,5.59,50.45,"5,155","5,417",103
284,471,2013,7,Minnesota,Other,3,1.0,0.0,2013 7 Minnesota,O157:H7,68,79627,0.95,0.9009999999999999,82.0,62.0,5.59,50.45,"5,155","5,417",103
285,472,2014,7,Minnesota,Food,57,9.0,0.0,2014 7 Minnesota,O157:H7,68,79627,0.95,0.9009999999999999,82.0,62.0,5.59,50.45,"5,155","5,417",103
286,473,2014,7,Minnesota,Other,15,0.0,0.0,2014 7 Minnesota,O157:H7,68,79627,0.95,0.9009999999999999,82.0,62.0,5.59,50.45,"5,155","5,417",103
287,475,2010,7,Minnesota,Food,11,4.0,0.0,2010 7 Minnesota,O157:H7,68,79627,0.95,0.9009999999999999,82.0,62.0,5.59,50.45,"5,155","5,417",103
288,476,2004,7,Minnesota,Food,70,1.0,0.0,2004 7 Minnesota,O157:H7,68,79627,0.95,0.9009999999999999,82.0,62.0,5.59,50.45,"5,155","5,417",103
289,477,2006,7,Minnesota,Food,17,9.0,1.0,2006 7 Minnesota,O157:H7,68,79627,0.95,0.9009999999999999,82.0,62.0,5.59,50.45,"5,155","5,417",103
290,478,2007,7,Minnesota,Food,26,2.0,0.0,2007 7 Minnesota,O157:H7,68,79627,0.95,0.9009999999999999,82.0,62.0,5.59,50.45,"5,155","5,417",103
291,485,2016,7,Minnesota,Other,10,2.0,0.0,2016 7 Minnesota,O157:H7,68,79627,0.95,0.9009999999999999,82.0,62.0,5.59,50.45,"5,155","5,417",103
292,486,2010,7,Minnesota,Other,5,4.0,0.0,2010 7 Minnesota,O157:H7,68,79627,0.95,0.9009999999999999,82.0,62.0,5.59,50.45,"5,155","5,417",103
293,490,2011,8,Minnesota,Other,2,0.0,0.0,2011 8 Minnesota,O157:H7,68,79627,0.95,0.9009999999999999,73.0,53.0,5.59,50.45,"5,155","5,417",103
294,491,2009,8,Minnesota,Food,6,1.0,0.0,2009 8 Minnesota,O157:H7,68,79627,0.95,0.9009999999999999,73.0,53.0,5.59,50.45,"5,155","5,417",103
295,492,2009,8,Minnesota,Food,3,1.0,0.0,2009 8 Minnesota,O157:H7,68,79627,0.95,0.9009999999999999,73.0,53.0,5.59,50.45,"5,155","5,417",103
296,493,2012,8,Minnesota,Other,6,1.0,0.0,2012 8 Minnesota,O157:H7,68,79627,0.95,0.9009999999999999,73.0,53.0,5.59,50.45,"5,155","5,417",103
297,494,2012,8,Minnesota,Other,5,1.0,0.0,2012 8 Minnesota,O157:H7,68,79627,0.95,0.9009999999999999,73.0,53.0,5.59,50.45,"5,155","5,417",103
298,495,2012,8,Minnesota,Other,4,1.0,0.0,2012 8 Minnesota,O157:H7,68,79627,0.95,0.9009999999999999,73.0,53.0,5.59,50.45,"5,155","5,417",103
