,Unnamed: 0,Year,Month,State,Primary Mode,Illnesses,Hospitalizations,Deaths,Outbreak ID,Strain,Density (Pop./ mi2),Landarea(mi2),HDI (2017)[note 1],HDI (1995),Average High (F),Average Low (F),Length of Genome,%GC,Protein Coding Genes,Genes Overall,tRNA Genes
299,496,2012,8,Minnesota,Other,3,0.0,0.0,2012 8 Minnesota,O157:H7,68,79627,0.95,0.9009999999999999,73.0,53.0,5.59,50.45,"5,155","5,417",103
300,497,2009,8,Minnesota,Other,3,2.0,0.0,2009 8 Minnesota,O157:H7,68,79627,0.95,0.9009999999999999,73.0,53.0,5.59,50.45,"5,155","5,417",103
301,498,2013,8,Minnesota,Food,7,2.0,0.0,2013 8 Minnesota,O157:H7,68,79627,0.95,0.9009999999999999,73.0,53.0,5.59,50.45,"5,155","5,417",103
302,499,2013,8,Minnesota,Other,11,5.0,0.0,2013 8 Minnesota,O157:H7,68,79627,0.95,0.9009999999999999,73.0,53.0,5.59,50.45,"5,155","5,417",103
303,501,2000,8,Minnesota,Food,3,0.0,0.0,2000 8 Minnesota,O157:H7,68,79627,0.95,0.9009999999999999,73.0,53.0,5.59,50.45,"5,155","5,417",103
304,504,2001,8,Minnesota,Food,5,5.0,0.0,2001 8 Minnesota,O157:H7,68,79627,0.95,0.9009999999999999,73.0,53.0,5.59,50.45,"5,155","5,417",103
305,505,2006,8,Minnesota,Food,3,1.0,0.0,2006 8 Minnesota,O157:H7,68,79627,0.95,0.9009999999999999,73.0,53.0,5.59,50.45,"5,155","5,417",103
306,506,2015,8,Minnesota,Other,4,1.0,0.0,2015 8 Minnesota,O157:H7,68,79627,0.95,0.9009999999999999,73.0,53.0,5.59,50.45,"5,155","5,417",103
307,507,2015,8,Minnesota,Other,2,1.0,0.0,2015 8 Minnesota,O157:H7,68,79627,0.95,0.9009999999999999,73.0,53.0,5.59,50.45,"5,155","5,417",103
308,509,2011,9,Minnesota,Other,2,1.0,0.0,2011 9 Minnesota,O157:H7,68,79627,0.95,0.9009999999999999,59.0,41.0,5.59,50.45,"5,155","5,417",103
309,510,2009,9,Minnesota,Other,2,0.0,0.0,2009 9 Minnesota,O157:H7,68,79627,0.95,0.9009999999999999,59.0,41.0,5.59,50.45,"5,155","5,417",103
310,511,2013,9,Minnesota,Other,2,1.0,0.0,2013 9 Minnesota,O157:H7,68,79627,0.95,0.9009999999999999,59.0,41.0,5.59,50.45,"5,155","5,417",103
311,513,2017,9,Minnesota,Food,11,4.0,0.0,2017 9 Minnesota,O157:H7,68,79627,0.95,0.9009999999999999,59.0,41.0,5.59,50.45,"5,155","5,417",103
312,516,2012,10,Minnesota,Other,3,0.0,0.0,2012 10 Minnesota,O157:H7,68,79627,0.95,0.9009999999999999,42.0,27.0,5.59,50.45,"5,155","5,417",103
313,517,2013,10,Minnesota,Other,7,2.0,0.0,2013 10 Minnesota,O157:H7,68,79627,0.95,0.9009999999999999,42.0,27.0,5.59,50.45,"5,155","5,417",103
314,518,2013,10,Minnesota,Other,2,2.0,0.0,2013 10 Minnesota,O157:H7,68,79627,0.95,0.9009999999999999,42.0,27.0,5.59,50.45,"5,155","5,417",103
315,519,2013,10,Minnesota,Other,2,0.0,0.0,2013 10 Minnesota,O157:H7,68,79627,0.95,0.9009999999999999,42.0,27.0,5.59,50.45,"5,155","5,417",103
316,524,2010,5,Minnesota,Food,8,5.0,0.0,2010 5 Minnesota,O157:H7,68,79627,0.95,0.9009999999999999,80.0,59.0,5.59,50.45,"5,155","5,417",103
317,527,2016,5,Minnesota,Other,3,0.0,0.0,2016 5 Minnesota,O157:H7,68,79627,0.95,0.9009999999999999,80.0,59.0,5.59,50.45,"5,155","5,417",103
318,529,2013,6,Minnesota,Other,2,0.0,0.0,2013 6 Minnesota,O157:H7,68,79627,0.95,0.9009999999999999,85.0,64.0,5.59,50.45,"5,155","5,417",103
319,530,2013,6,Minnesota,Other,2,0.0,0.0,2013 6 Minnesota,O157:H7,68,79627,0.95,0.9009999999999999,85.0,64.0,5.59,50.45,"5,155","5,417",103
320,531,2009,6,Minnesota,Food,4,0.0,0.0,2009 6 Minnesota,O157:H7,68,79627,0.95,0.9009999999999999,85.0,64.0,5.59,50.45,"5,155","5,417",103
321,533,1999,6,Minnesota,Food,5,1.0,0.0,1999 6 Minnesota,O157:H7,68,79627,0.95,0.9009999999999999,85.0,64.0,5.59,50.45,"5,155","5,417",103
322,534,2009,6,Minnesota,Food,2,1.0,0.0,2009 6 Minnesota,O157:H7,68,79627,0.95,0.9009999999999999,85.0,64.0,5.59,50.45,"5,155","5,417",103
323,535,2009,6,Minnesota,Food,16,3.0,0.0,2009 6 Minnesota,O157:H7,68,79627,0.95,0.9009999999999999,85.0,64.0,5.59,50.45,"5,155","5,417",103
324,536,2007,6,Minnesota,Food,3,3.0,0.0,2007 6 Minnesota,O157:H7,68,79627,0.95,0.9009999999999999,85.0,64.0,5.59,50.45,"5,155","5,417",103
325,539,2017,6,Minnesota,Other,8,0.0,0.0,2017 6 Minnesota,O157:H7,68,79627,0.95,0.9009999999999999,85.0,64.0,5.59,50.45,"5,155","5,417",103
326,540,2017,6,Minnesota,Other,8,0.0,0.0,2017 6 Minnesota,O157:H7,68,79627,0.95,0.9009999999999999,85.0,64.0,5.59,50.45,"5,155","5,417",103
327,541,2013,11,Minnesota,Other,5,2.0,0.0,2013 11 Minnesota,O157:H7,68,79627,0.95,0.9009999999999999,29.0,13.0,5.59,50.45,"5,155","5,417",103
328,547,2000,3,Minnesota,Food,18,2.0,0.0,2000 3 Minnesota,O157:H7,68,79627,0.95,0.9009999999999999,58.0,38.0,5.59,50.45,"5,155","5,417",103
329,548,2007,3,Minnesota,Food,10,7.0,0.0,2007 3 Minnesota,O157:H7,68,79627,0.95,0.9009999999999999,58.0,38.0,5.59,50.45,"5,155","5,417",103
330,551,2011,7,Pennsylvania,Other,16,9.0,0.0,2011 7 Pennsylvania,O157:H7,286,44743,0.927,0.8740000000000001,85.0,68.0,5.59,50.45,"5,155","5,417",103
331,552,2012,7,Pennsylvania,Other,2,2.0,0.0,2012 7 Pennsylvania,O157:H7,286,44743,0.927,0.8740000000000001,85.0,68.0,5.59,50.45,"5,155","5,417",103
332,553,2012,7,Pennsylvania,Other,7,1.0,0.0,2012 7 Pennsylvania,O157:H7,286,44743,0.927,0.8740000000000001,85.0,68.0,5.59,50.45,"5,155","5,417",103
333,555,2010,7,Pennsylvania,Other,2,1.0,0.0,2010 7 Pennsylvania,O157:H7,286,44743,0.927,0.8740000000000001,85.0,68.0,5.59,50.45,"5,155","5,417",103
334,559,2011,8,Pennsylvania,Other,3,3.0,0.0,2011 8 Pennsylvania,O157:H7,286,44743,0.927,0.8740000000000001,78.0,60.0,5.59,50.45,"5,155","5,417",103
335,560,2012,8,Pennsylvania,Food,3,0.0,0.0,2012 8 Pennsylvania,O157:H7,286,44743,0.927,0.8740000000000001,78.0,60.0,5.59,50.45,"5,155","5,417",103
336,561,2013,8,Pennsylvania,Food,15,10.0,0.0,2013 8 Pennsylvania,O157:H7,286,44743,0.927,0.8740000000000001,78.0,60.0,5.59,50.45,"5,155","5,417",103
337,562,2015,8,Pennsylvania,Other,3,3.0,0.0,2015 8 Pennsylvania,O157:H7,286,44743,0.927,0.8740000000000001,78.0,60.0,5.59,50.45,"5,155","5,417",103
338,563,2016,8,Pennsylvania,Food,5,3.0,0.0,2016 8 Pennsylvania,O157:H7,286,44743,0.927,0.8740000000000001,78.0,60.0,5.59,50.45,"5,155","5,417",103
339,566,2012,9,Pennsylvania,Food,9,7.0,0.0,2012 9 Pennsylvania,O157:H7,286,44743,0.927,0.8740000000000001,67.0,48.0,5.59,50.45,"5,155","5,417",103
340,567,2013,9,Pennsylvania,Other,3,1.0,0.0,2013 9 Pennsylvania,O157:H7,286,44743,0.927,0.8740000000000001,67.0,48.0,5.59,50.45,"5,155","5,417",103
341,569,2001,9,Pennsylvania,Food,15,4.0,0.0,2001 9 Pennsylvania,O157:H7,286,44743,0.927,0.8740000000000001,67.0,48.0,5.59,50.45,"5,155","5,417",103
342,571,2017,9,Pennsylvania,Other,3,1.0,0.0,2017 9 Pennsylvania,O157:H7,286,44743,0.927,0.8740000000000001,67.0,48.0,5.59,50.45,"5,155","5,417",103
343,572,2012,11,Pennsylvania,Food,3,3.0,0.0,2012 11 Pennsylvania,O157:H7,286,44743,0.927,0.8740000000000001,45.0,30.0,5.59,50.45,"5,155","5,417",103
344,573,2013,5,Pennsylvania,Other,2,1.0,0.0,2013 5 Pennsylvania,O157:H7,286,44743,0.927,0.8740000000000001,83.0,64.0,5.59,50.45,"5,155","5,417",103
345,574,2000,5,Pennsylvania,Food,6,3.0,0.0,2000 5 Pennsylvania,O157:H7,286,44743,0.927,0.8740000000000001,83.0,64.0,5.59,50.45,"5,155","5,417",103
346,575,2001,5,Pennsylvania,Food,7,1.0,0.0,2001 5 Pennsylvania,O157:H7,286,44743,0.927,0.8740000000000001,83.0,64.0,5.59,50.45,"5,155","5,417",103
347,576,2013,10,Pennsylvania,Other,2,0.0,0.0,2013 10 Pennsylvania,O157:H7,286,44743,0.927,0.8740000000000001,56.0,39.0,5.59,50.45,"5,155","5,417",103
348,577,2013,10,Pennsylvania,Food,24,8.0,0.0,2013 10 Pennsylvania,O157:H7,286,44743,0.927,0.8740000000000001,56.0,39.0,5.59,50.45,"5,155","5,417",103
349,578,2013,10,Pennsylvania,Other,3,3.0,0.0,2013 10 Pennsylvania,O157:H7,286,44743,0.927,0.8740000000000001,56.0,39.0,5.59,50.45,"5,155","5,417",103
350,579,2013,10,Pennsylvania,Other,2,2.0,0.0,2013 10 Pennsylvania,O157:H7,286,44743,0.927,0.8740000000000001,56.0,39.0,5.59,50.45,"5,155","5,417",103
351,580,2013,10,Pennsylvania,Other,6,3.0,0.0,2013 10 Pennsylvania,O157:H7,286,44743,0.927,0.8740000000000001,56.0,39.0,5.59,50.45,"5,155","5,417",103
352,582,2007,3,Pennsylvania,Food,8,3.0,0.0,2007 3 Pennsylvania,O157:H7,286,44743,0.927,0.8740000000000001,64.0,44.0,5.59,50.45,"5,155","5,417",103
353,583,2007,3,Pennsylvania,Food,8,6.0,0.0,2007 3 Pennsylvania,O157:H7,286,44743,0.927,0.8740000000000001,64.0,44.0,5.59,50.45,"5,155","5,417",103
354,584,2007,6,Pennsylvania,Food,2,0.0,0.0,2007 6 Pennsylvania,O157:H7,286,44743,0.927,0.8740000000000001,87.0,69.0,5.59,50.45,"5,155","5,417",103
355,592,2011,8,Utah,Other,56,2.0,0.0,2011 8 Utah,O157:H7,36,82170,0.934,0.8959999999999999,78.0,58.0,5.59,50.45,"5,155","5,417",103
356,594,2012,8,Utah,Other,9,3.0,0.0,2012 8 Utah,O157:H7,36,82170,0.934,0.8959999999999999,78.0,58.0,5.59,50.45,"5,155","5,417",103
357,595,2009,7,Utah,Other,21,4.0,0.0,2009 7 Utah,O157:H7,36,82170,0.934,0.8959999999999999,89.0,67.0,5.59,50.45,"5,155","5,417",103
358,596,2014,7,Utah,Other,3,3.0,0.0,2014 7 Utah,O157:H7,36,82170,0.934,0.8959999999999999,89.0,67.0,5.59,50.45,"5,155","5,417",103
359,598,1998,7,Utah,Food,10,5.0,0.0,1998 7 Utah,O157:H7,36,82170,0.934,0.8959999999999999,89.0,67.0,5.59,50.45,"5,155","5,417",103
360,599,2017,7,Utah,Other,3,1.0,0.0,2017 7 Utah,O157:H7,36,82170,0.934,0.8959999999999999,89.0,67.0,5.59,50.45,"5,155","5,417",103
361,601,2010,6,Utah,Food,4,0.0,0.0,2010 6 Utah,O157:H7,36,82170,0.934,0.8959999999999999,90.0,69.0,5.59,50.45,"5,155","5,417",103
362,602,2017,6,Utah,Other,6,3.0,0.0,2017 6 Utah,O157:H7,36,82170,0.934,0.8959999999999999,90.0,69.0,5.59,50.45,"5,155","5,417",103
363,603,2010,5,North Carolina,Other,2,,0.0,2010 5 North Carolina,O157:H7,206,48618,0.909,0.861,86.0,65.0,5.59,50.45,"5,155","5,417",103
364,604,1999,5,North Carolina,Food,2,,,1999 5 North Carolina,O157:H7,206,48618,0.909,0.861,86.0,65.0,5.59,50.45,"5,155","5,417",103
365,605,1999,5,North Carolina,Food,2,,,1999 5 North Carolina,O157:H7,206,48618,0.909,0.861,86.0,65.0,5.59,50.45,"5,155","5,417",103
366,606,2007,5,North Carolina,Food,22,8.0,1.0,2007 5 North Carolina,O157:H7,206,48618,0.909,0.861,86.0,65.0,5.59,50.45,"5,155","5,417",103
367,607,2011,10,North Carolina,Other,25,8.0,0.0,2011 10 North Carolina,O157:H7,206,48618,0.909,0.861,62.0,39.0,5.59,50.45,"5,155","5,417",103
368,608,2006,10,North Carolina,Food,5,3.0,0.0,2006 10 North Carolina,O157:H7,206,48618,0.909,0.861,62.0,39.0,5.59,50.45,"5,155","5,417",103
369,609,2012,9,North Carolina,Other,105,11.0,1.0,2012 9 North Carolina,O157:H7,206,48618,0.909,0.861,72.0,49.0,5.59,50.45,"5,155","5,417",103
370,610,2007,9,North Carolina,Food,17,1.0,0.0,2007 9 North Carolina,O157:H7,206,48618,0.909,0.861,72.0,49.0,5.59,50.45,"5,155","5,417",103
371,611,1999,8,North Carolina,Food,3,,,1999 8 North Carolina,O157:H7,206,48618,0.909,0.861,81.0,60.0,5.59,50.45,"5,155","5,417",103
372,612,1999,7,North Carolina,Food,3,,,1999 7 North Carolina,O157:H7,206,48618,0.909,0.861,87.0,67.0,5.59,50.45,"5,155","5,417",103
373,613,1999,7,North Carolina,Food,7,,,1999 7 North Carolina,O157:H7,206,48618,0.909,0.861,87.0,67.0,5.59,50.45,"5,155","5,417",103
374,614,1998,7,North Carolina,Food,143,,,1998 7 North Carolina,O157:H7,206,48618,0.909,0.861,87.0,67.0,5.59,50.45,"5,155","5,417",103
375,615,2008,7,North Carolina,Food,5,0.0,0.0,2008 7 North Carolina,O157:H7,206,48618,0.909,0.861,87.0,67.0,5.59,50.45,"5,155","5,417",103
376,616,2000,6,North Carolina,Food,4,,,2000 6 North Carolina,O157:H7,206,48618,0.909,0.861,89.0,68.0,5.59,50.45,"5,155","5,417",103
377,617,2001,11,North Carolina,Food,202,11.0,0.0,2001 11 North Carolina,O157:H7,206,48618,0.909,0.861,53.0,32.0,5.59,50.45,"5,155","5,417",103
378,618,2006,11,North Carolina,Food,9,,,2006 11 North Carolina,O157:H7,206,48618,0.909,0.861,53.0,32.0,5.59,50.45,"5,155","5,417",103
379,620,2010,8,Maine,Food,3,1.0,0.0,2010 8 Maine,O157:H7,43,30843,0.919,0.8759999999999999,70.0,51.0,5.59,50.45,"5,155","5,417",103
380,621,2000,8,Maine,Food,2,1.0,0.0,2000 8 Maine,O157:H7,43,30843,0.919,0.8759999999999999,70.0,51.0,5.59,50.45,"5,155","5,417",103
381,623,1998,9,Maine,Food,2,2.0,0.0,1998 9 Maine,O157:H7,43,30843,0.919,0.8759999999999999,57.0,40.0,5.59,50.45,"5,155","5,417",103
382,625,1998,7,Maine,Food,2,2.0,0.0,1998 7 Maine,O157:H7,43,30843,0.919,0.8759999999999999,78.0,58.0,5.59,50.45,"5,155","5,417",103
383,626,2006,7,Maine,Food,5,2.0,0.0,2006 7 Maine,O157:H7,43,30843,0.919,0.8759999999999999,78.0,58.0,5.59,50.45,"5,155","5,417",103
384,628,2011,9,Kansas,Food,2,2.0,0.0,2011 9 Kansas,O157:H7,36,81759,0.926,0.887,68.0,45.0,5.59,50.45,"5,155","5,417",103
385,633,2016,9,Kansas,Food,56,10.0,0.0,2016 9 Kansas,O157:H7,36,81759,0.926,0.887,68.0,45.0,5.59,50.45,"5,155","5,417",103
386,636,2012,11,Kansas,Other,3,3.0,0.0,2012 11 Kansas,O157:H7,36,81759,0.926,0.887,42.0,22.0,5.59,50.45,"5,155","5,417",103
387,637,2013,11,Kansas,Other,2,2.0,1.0,2013 11 Kansas,O157:H7,36,81759,0.926,0.887,42.0,22.0,5.59,50.45,"5,155","5,417",103
388,639,2015,10,Kansas,Other,2,0.0,0.0,2015 10 Kansas,O157:H7,36,81759,0.926,0.887,55.0,33.0,5.59,50.45,"5,155","5,417",103
389,641,2014,5,Kansas,Other,4,2.0,0.0,2014 5 Kansas,O157:H7,36,81759,0.926,0.887,85.0,64.0,5.59,50.45,"5,155","5,417",103
390,642,2014,5,Kansas,Other,9,1.0,0.0,2014 5 Kansas,O157:H7,36,81759,0.926,0.887,85.0,64.0,5.59,50.45,"5,155","5,417",103
391,643,2002,7,Kansas,Food,2,1.0,0.0,2002 7 Kansas,O157:H7,36,81759,0.926,0.887,89.0,66.0,5.59,50.45,"5,155","5,417",103
392,647,2011,9,Georgia,Other,3,1.0,0.0,2011 9 Georgia,O157:H7,177,57513,0.906,0.862,73.0,54.0,5.59,50.45,"5,155","5,417",103
393,648,2013,9,Georgia,Food,2,0.0,0.0,2013 9 Georgia,O157:H7,177,57513,0.906,0.862,73.0,54.0,5.59,50.45,"5,155","5,417",103
394,649,2007,9,Georgia,Food,6,3.0,0.0,2007 9 Georgia,O157:H7,177,57513,0.906,0.862,73.0,54.0,5.59,50.45,"5,155","5,417",103
395,650,2012,5,Georgia,Other,7,1.0,0.0,2012 5 Georgia,O157:H7,177,57513,0.906,0.862,86.0,68.0,5.59,50.45,"5,155","5,417",103
396,651,2013,5,Georgia,Food,19,7.0,0.0,2013 5 Georgia,O157:H7,177,57513,0.906,0.862,86.0,68.0,5.59,50.45,"5,155","5,417",103
397,652,2001,10,Georgia,Food,28,,0.0,2001 10 Georgia,O157:H7,177,57513,0.906,0.862,64.0,43.0,5.59,50.45,"5,155","5,417",103
398,653,2002,6,Georgia,Food,7,3.0,0.0,2002 6 Georgia,O157:H7,177,57513,0.906,0.862,90.0,72.0,5.59,50.45,"5,155","5,417",103
399,654,2008,6,Georgia,Food,12,10.0,0.0,2008 6 Georgia,O157:H7,177,57513,0.906,0.862,90.0,72.0,5.59,50.45,"5,155","5,417",103
400,657,2005,8,Georgia,Food,6,1.0,0.0,2005 8 Georgia,O157:H7,177,57513,0.906,0.862,82.0,64.0,5.59,50.45,"5,155","5,417",103
401,658,2010,8,Georgia,Food,16,7.0,0.0,2010 8 Georgia,O157:H7,177,57513,0.906,0.862,82.0,64.0,5.59,50.45,"5,155","5,417",103
402,659,2016,8,Georgia,Food,4,2.0,0.0,2016 8 Georgia,O157:H7,177,57513,0.906,0.862,82.0,64.0,5.59,50.45,"5,155","5,417",103
403,661,2014,6,Virginia,Other,5,4.0,0.0,2014 6 Virginia,O157:H7,212,39490,0.933,0.882,90.0,69.0,5.59,50.45,"5,155","5,417",103
404,664,1998,5,Virginia,Food,8,,,1998 5 Virginia,O157:H7,212,39490,0.933,0.882,86.0,65.0,5.59,50.45,"5,155","5,417",103
405,665,1998,5,Virginia,Food,5,,,1998 5 Virginia,O157:H7,212,39490,0.933,0.882,86.0,65.0,5.59,50.45,"5,155","5,417",103
406,667,2017,5,Virginia,Other,20,0.0,0.0,2017 5 Virginia,O157:H7,212,39490,0.933,0.882,86.0,65.0,5.59,50.45,"5,155","5,417",103
407,672,2001,8,Virginia,Food,8,0.0,0.0,2001 8 Virginia,O157:H7,212,39490,0.933,0.882,81.0,60.0,5.59,50.45,"5,155","5,417",103
408,673,2003,3,Virginia,Food,6,3.0,0.0,2003 3 Virginia,O157:H7,212,39490,0.933,0.882,70.0,46.0,5.59,50.45,"5,155","5,417",103
409,674,2016,3,Virginia,Food,14,7.0,0.0,2016 3 Virginia,O157:H7,212,39490,0.933,0.882,70.0,46.0,5.59,50.45,"5,155","5,417",103
410,677,2008,7,Virginia,Food,59,9.0,0.0,2008 7 Virginia,O157:H7,212,39490,0.933,0.882,88.0,67.0,5.59,50.45,"5,155","5,417",103
411,678,2017,7,Virginia,Other,4,3.0,0.0,2017 7 Virginia,O157:H7,212,39490,0.933,0.882,88.0,67.0,5.59,50.45,"5,155","5,417",103
412,683,1998,6,Texas,Food,23,,,1998 6 Texas,O157:H7,105,261232,0.914,0.868,96.0,74.0,5.59,50.45,"5,155","5,417",103
413,685,2000,6,Texas,Food,45,0.0,0.0,2000 6 Texas,O157:H7,105,261232,0.914,0.868,96.0,74.0,5.59,50.45,"5,155","5,417",103
414,686,2017,6,Texas,Other,2,1.0,1.0,2017 6 Texas,O157:H7,105,261232,0.914,0.868,96.0,74.0,5.59,50.45,"5,155","5,417",103
415,687,2012,4,Texas,Food,30,1.0,0.0,2012 4 Texas,O157:H7,105,261232,0.914,0.868,87.0,67.0,5.59,50.45,"5,155","5,417",103
416,688,2000,4,Texas,Food,15,,0.0,2000 4 Texas,O157:H7,105,261232,0.914,0.868,87.0,67.0,5.59,50.45,"5,155","5,417",103
417,689,2000,4,Texas,Food,13,,,2000 4 Texas,O157:H7,105,261232,0.914,0.868,87.0,67.0,5.59,50.45,"5,155","5,417",103
418,692,1999,5,Texas,Food,10,,,1999 5 Texas,O157:H7,105,261232,0.914,0.868,92.0,72.0,5.59,50.45,"5,155","5,417",103
419,693,2017,5,Texas,Food,4,2.0,0.0,2017 5 Texas,O157:H7,105,261232,0.914,0.868,92.0,72.0,5.59,50.45,"5,155","5,417",103
420,695,2017,5,Texas,Food,4,2.0,0.0,2017 5 Texas,O157:H7,105,261232,0.914,0.868,92.0,72.0,5.59,50.45,"5,155","5,417",103
421,696,2017,5,Texas,Other,2,0.0,0.0,2017 5 Texas,O157:H7,105,261232,0.914,0.868,92.0,72.0,5.59,50.45,"5,155","5,417",103
422,697,2001,11,Texas,Food,20,2.0,0.0,2001 11 Texas,O157:H7,105,261232,0.914,0.868,63.0,42.0,5.59,50.45,"5,155","5,417",103
423,698,2003,11,Texas,Food,12,2.0,0.0,2003 11 Texas,O157:H7,105,261232,0.914,0.868,63.0,42.0,5.59,50.45,"5,155","5,417",103
424,702,2017,1,Texas,Other,4,1.0,0.0,2017 1 Texas,O157:H7,105,261232,0.914,0.868,65.0,45.0,5.59,50.45,"5,155","5,417",103
425,703,2017,9,Texas,Other,3,1.0,0.0,2017 9 Texas,O157:H7,105,261232,0.914,0.868,82.0,61.0,5.59,50.45,"5,155","5,417",103
426,704,2011,11,Kentucky,Other,2,0.0,0.0,2011 11 Kentucky,O157:H7,112,39486,0.8859999999999999,0.843,44.0,26.0,5.59,50.45,"5,155","5,417",103
427,706,2012,10,Kentucky,Other,4,0.0,0.0,2012 10 Kentucky,O157:H7,112,39486,0.8859999999999999,0.843,55.0,34.0,5.59,50.45,"5,155","5,417",103
428,707,2012,9,Kentucky,Other,2,2.0,0.0,2012 9 Kentucky,O157:H7,112,39486,0.8859999999999999,0.843,68.0,42.0,5.59,50.45,"5,155","5,417",103
429,708,2013,9,Kentucky,Other,3,2.0,0.0,2013 9 Kentucky,O157:H7,112,39486,0.8859999999999999,0.843,68.0,42.0,5.59,50.45,"5,155","5,417",103
430,709,2013,9,Kentucky,Other,3,3.0,0.0,2013 9 Kentucky,O157:H7,112,39486,0.8859999999999999,0.843,68.0,42.0,5.59,50.45,"5,155","5,417",103
431,710,2014,9,Kentucky,Food,4,4.0,0.0,2014 9 Kentucky,O157:H7,112,39486,0.8859999999999999,0.843,68.0,42.0,5.59,50.45,"5,155","5,417",103
432,711,2012,4,Kentucky,Other,4,3.0,0.0,2012 4 Kentucky,O157:H7,112,39486,0.8859999999999999,0.843,75.0,49.0,5.59,50.45,"5,155","5,417",103
433,713,2013,6,Kentucky,Other,9,2.0,0.0,2013 6 Kentucky,O157:H7,112,39486,0.8859999999999999,0.843,87.0,63.0,5.59,50.45,"5,155","5,417",103
434,714,2013,6,Kentucky,Other,2,1.0,1.0,2013 6 Kentucky,O157:H7,112,39486,0.8859999999999999,0.843,87.0,63.0,5.59,50.45,"5,155","5,417",103
435,716,2012,4,South Carolina,Food,10,3.0,0.0,2012 4 South Carolina,O157:H7,162,30061,0.894,0.846,84.0,60.0,5.59,50.45,"5,155","5,417",103
436,718,2007,7,South Carolina,Food,10,1.0,0.0,2007 7 South Carolina,O157:H7,162,30061,0.894,0.846,91.0,71.0,5.59,50.45,"5,155","5,417",103
437,719,2015,5,South Carolina,Other,12,5.0,1.0,2015 5 South Carolina,O157:H7,162,30061,0.894,0.846,90.0,68.0,5.59,50.45,"5,155","5,417",103
438,729,2001,7,Illinois,Food,19,8.0,0.0,2001 7 Illinois,O157:H7,231,55519,0.933,0.883,82.0,66.0,5.59,50.45,"5,155","5,417",103
439,730,2015,7,Illinois,Food,10,1.0,0.0,2015 7 Illinois,O157:H7,231,55519,0.933,0.883,82.0,66.0,5.59,50.45,"5,155","5,417",103
440,733,2009,9,Illinois,Food,4,2.0,0.0,2009 9 Illinois,O157:H7,231,55519,0.933,0.883,63.0,46.0,5.59,50.45,"5,155","5,417",103
441,734,1999,9,Illinois,Food,321,17.0,0.0,1999 9 Illinois,O157:H7,231,55519,0.933,0.883,63.0,46.0,5.59,50.45,"5,155","5,417",103
442,735,2001,9,Illinois,Food,8,4.0,0.0,2001 9 Illinois,O157:H7,231,55519,0.933,0.883,63.0,46.0,5.59,50.45,"5,155","5,417",103
443,736,2007,9,Illinois,Food,10,7.0,0.0,2007 9 Illinois,O157:H7,231,55519,0.933,0.883,63.0,46.0,5.59,50.45,"5,155","5,417",103
444,737,2013,5,Illinois,Food,51,10.0,0.0,2013 5 Illinois,O157:H7,231,55519,0.933,0.883,81.0,63.0,5.59,50.45,"5,155","5,417",103
