,Unnamed: 0,Year,Month,State,Primary Mode,Illnesses,Hospitalizations,Deaths,Outbreak ID,Strain,Density (Pop./ mi2),Landarea(mi2),HDI (2017)[note 1],HDI (1995),Average High (F),Average Low (F),Length of Genome,%GC,Protein Coding Genes,Genes Overall,tRNA Genes
595,204,2017,8,Idaho,Other,3,0.0,0.0,2017 8 Idaho,O26,20,82643,0.911,0.872,79.0,51.0,5.74,50.65,"5,723","6,240",101
596,210,2013,7,Oregon,Other,4,0.0,0.0,2013 7 Oregon,O26,41,95988,0.934,0.882,82.0,53.0,5.74,50.65,"5,723","6,240",101
597,214,2015,7,Oregon,Other,3,1.0,0.0,2015 7 Oregon,O26,41,95988,0.934,0.882,82.0,53.0,5.74,50.65,"5,723","6,240",101
598,233,2010,10,Oregon,Other,11,0.0,0.0,2010 10 Oregon,O26,41,95988,0.934,0.882,53.0,38.0,5.74,50.65,"5,723","6,240",101
599,248,2017,9,Oregon,Food,2,0.0,0.0,2017 9 Oregon,O26,41,95988,0.934,0.882,64.0,42.0,5.74,50.65,"5,723","6,240",101
600,254,2015,4,Wisconsin,Food,2,0.0,0.0,2015 4 Wisconsin,O26,106,54158,0.932,0.8859999999999999,65.0,47.0,5.74,50.65,"5,723","6,240",101
601,276,2011,9,Wisconsin,Food,12,0.0,0.0,2011 9 Wisconsin,O26,106,54158,0.932,0.8859999999999999,59.0,43.0,5.74,50.65,"5,723","6,240",101
602,311,2013,6,Tennessee,Food,3,0.0,0.0,2013 6 Tennessee,O26,160,41235,0.897,0.851,92.0,74.0,5.74,50.65,"5,723","6,240",101
603,319,2015,10,Tennessee,Other,2,0.0,0.0,2015 10 Tennessee,O26,160,41235,0.897,0.851,63.0,44.0,5.74,50.65,"5,723","6,240",101
604,404,2014,5,Washington,Other,27,0.0,0.0,2014 5 Washington,O26,107,66456,0.945,0.904,70.0,52.0,5.74,50.65,"5,723","6,240",101
605,458,2013,9,Michigan,Other,4,0.0,0.0,2013 9 Michigan,O26,175,56539,0.916,0.877,60.0,41.0,5.74,50.65,"5,723","6,240",101
606,464,2011,7,Minnesota,Other,3,1.0,0.0,2011 7 Minnesota,O26,68,79627,0.95,0.9009999999999999,82.0,62.0,5.74,50.65,"5,723","6,240",101
607,489,2017,7,Minnesota,Other,21,2.0,0.0,2017 7 Minnesota,O26,68,79627,0.95,0.9009999999999999,82.0,62.0,5.74,50.65,"5,723","6,240",101
608,526,2016,5,Minnesota,Other,4,0.0,0.0,2016 5 Minnesota,O26,68,79627,0.95,0.9009999999999999,80.0,59.0,5.74,50.65,"5,723","6,240",101
609,600,2014,11,Utah,Food,4,0.0,0.0,2014 11 Utah,O26,36,82170,0.934,0.8959999999999999,40.0,27.0,5.74,50.65,"5,723","6,240",101
610,629,2011,9,Kansas,Food,4,3.0,0.0,2011 9 Kansas,O26,36,81759,0.926,0.887,68.0,45.0,5.74,50.65,"5,723","6,240",101
611,638,2012,10,Kansas,Other,4,0.0,0.0,2012 10 Kansas,O26,36,81759,0.926,0.887,55.0,33.0,5.74,50.65,"5,723","6,240",101
612,640,2017,10,Kansas,Other,8,0.0,0.0,2017 10 Kansas,O26,36,81759,0.926,0.887,55.0,33.0,5.74,50.65,"5,723","6,240",101
613,668,2017,5,Virginia,Other,20,0.0,0.0,2017 5 Virginia,O26,212,39490,0.933,0.882,86.0,65.0,5.74,50.65,"5,723","6,240",101
614,705,2012,8,Kentucky,Other,7,0.0,0.0,2012 8 Kentucky,O26,112,39486,0.8859999999999999,0.843,79.0,55.0,5.74,50.65,"5,723","6,240",101
615,776,2017,10,California,Food,244,29.0,0.0,2017 10 California,O26,251,"155,959[5]",0.934,0.882,64.0,43.0,5.74,50.65,"5,723","6,240",101
616,848,2013,6,Nevada,Other,16,0.0,0.0,2013 6 Nevada,O26,26,109781,0.907,0.8809999999999999,90.0,52.0,5.74,50.65,"5,723","6,240",101
617,854,2013,4,Indiana,Other,4,0.0,0.0,2013 4 Indiana,O26,184,35826,0.91,0.8690000000000001,73.0,50.0,5.74,50.65,"5,723","6,240",101
618,865,2015,11,Indiana,Other,2,1.0,0.0,2015 11 Indiana,O26,184,35826,0.91,0.8690000000000001,39.0,23.0,5.74,50.65,"5,723","6,240",101
619,875,2014,4,New Mexico,Food,4,2.0,0.0,2014 4 New Mexico,O26,17,121298,0.904,0.87,74.0,41.0,5.74,50.65,"5,723","6,240",101
620,878,2015,8,New Mexico,Other,8,0.0,0.0,2015 8 New Mexico,O26,17,121298,0.904,0.87,78.0,47.0,5.74,50.65,"5,723","6,240",101
621,879,2015,1,Rhode Island,Other,2,0.0,0.0,2015 1 Rhode Island,O26,1021,1034,0.922,0.8759999999999999,40.0,24.0,5.74,50.65,"5,723","6,240",101
622,882,2015,9,Nebraska,Food,6,2.0,0.0,2015 9 Nebraska,O26,24,76824,0.937,0.889,64.0,41.0,5.74,50.65,"5,723","6,240",101
623,884,2017,3,Nebraska,Other,6,1.0,0.0,2017 3 Nebraska,O26,24,76824,0.937,0.889,63.0,39.0,5.74,50.65,"5,723","6,240",101
624,12,2013,10,Massachusetts,Other,2,,,2013 10 Massachusetts,O121,871,7800,0.96,0.905,51.0,38.0,5.47,50.63,"5,282","5,822",101
625,31,2016,4,Connecticut,Food,7,0.0,0.0,2016 4 Connecticut,O121,741,4842,0.957,0.9109999999999999,68.0,51.0,5.47,50.63,"5,282","5,822",101
626,158,2007,7,Colorado,Food,135,10.0,0.0,2007 7 Colorado,O121,52,103642,0.947,0.9059999999999999,88.0,57.0,5.47,50.63,"5,282","5,822",101
627,170,2017,9,Colorado,Other,6,2.0,0.0,2017 9 Colorado,O121,52,103642,0.947,0.9059999999999999,66.0,37.0,5.47,50.63,"5,282","5,822",101
628,190,2017,5,Idaho,Other,3,0.0,0.0,2017 5 Idaho,O121,20,82643,0.911,0.872,81.0,54.0,5.47,50.63,"5,282","5,822",101
629,219,2014,8,Oregon,Other,2,1.0,0.0,2014 8 Oregon,O121,41,95988,0.934,0.882,77.0,48.0,5.47,50.63,"5,282","5,822",101
630,236,2012,6,Oregon,Other,4,1.0,0.0,2012 6 Oregon,O121,41,95988,0.934,0.882,82.0,53.0,5.47,50.63,"5,282","5,822",101
631,282,2016,6,Wisconsin,Other,2,0.0,0.0,2016 6 Wisconsin,O121,106,54158,0.932,0.8859999999999999,80.0,64.0,5.47,50.63,"5,282","5,822",101
632,399,2015,8,Washington,Food,2,0.0,0.0,2015 8 Washington,O121,107,66456,0.945,0.904,71.0,52.0,5.47,50.63,"5,282","5,822",101
633,411,2012,10,Washington,Other,4,2.0,0.0,2012 10 Washington,O121,107,66456,0.945,0.904,51.0,40.0,5.47,50.63,"5,282","5,822",101
634,423,2009,9,Washington,Food,3,0.0,0.0,2009 9 Washington,O121,107,66456,0.945,0.904,60.0,46.0,5.47,50.63,"5,282","5,822",101
635,474,2014,7,Minnesota,Other,11,0.0,0.0,2014 7 Minnesota,O121,68,79627,0.95,0.9009999999999999,82.0,62.0,5.47,50.63,"5,282","5,822",101
636,520,2014,10,Minnesota,Food,3,1.0,0.0,2014 10 Minnesota,O121,68,79627,0.95,0.9009999999999999,42.0,27.0,5.47,50.63,"5,282","5,822",101
637,528,2017,5,Minnesota,Other,12,0.0,0.0,2017 5 Minnesota,O121,68,79627,0.95,0.9009999999999999,80.0,59.0,5.47,50.63,"5,282","5,822",101
638,593,2011,8,Utah,Other,56,2.0,0.0,2011 8 Utah,O121,36,82170,0.934,0.8959999999999999,78.0,58.0,5.47,50.63,"5,282","5,822",101
639,597,2006,7,Utah,Food,3,,,2006 7 Utah,O121,36,82170,0.934,0.8959999999999999,89.0,67.0,5.47,50.63,"5,282","5,822",101
640,635,2017,9,Kansas,Other,4,0.0,0.0,2017 9 Kansas,O121,36,81759,0.926,0.887,68.0,45.0,5.47,50.63,"5,282","5,822",101
641,813,1998,10,Montana,Food,40,,,1998 10 Montana,O121,7,145546,0.923,0.8759999999999999,43.0,22.0,5.47,50.63,"5,282","5,822",101
642,21,2017,9,Massachusetts,Food,4,2.0,0.0,2017 9 Massachusetts,O45:H2,871,7800,0.96,0.905,61.0,47.0,5.68,50.62,"5,385","5,868",103
643,565,2012,9,Pennsylvania,Other,5,0.0,0.0,2012 9 Pennsylvania,O45:H2,286,44743,0.927,0.8740000000000001,67.0,48.0,5.68,50.62,"5,385","5,868",103
644,570,2017,9,Pennsylvania,Other,4,2.0,0.0,2017 9 Pennsylvania,O45:H2,286,44743,0.927,0.8740000000000001,67.0,48.0,5.68,50.62,"5,385","5,868",103
645,589,2017,2,Pennsylvania,Other,3,0.0,0.0,2017 2 Pennsylvania,O45:H2,286,44743,0.927,0.8740000000000001,53.0,34.0,5.68,50.62,"5,385","5,868",103
646,24,2016,3,Connecticut,Other,50,7.0,0.0,2016 3 Connecticut,O157,741,4842,0.957,0.9109999999999999,58.0,41.0,5.75,50.43,"5,646","6,129",100
647,172,2017,1,Colorado,Other,5,2.0,0.0,2017 1 Colorado,O157,52,103642,0.947,0.9059999999999999,46.0,19.0,5.75,50.43,"5,646","6,129",100
648,211,2013,7,Oregon,Other,2,0.0,0.0,2013 7 Oregon,O157,41,95988,0.934,0.882,82.0,53.0,5.75,50.43,"5,646","6,129",100
649,213,2015,7,Oregon,Other,3,0.0,0.0,2015 7 Oregon,O157,41,95988,0.934,0.882,82.0,53.0,5.75,50.43,"5,646","6,129",100
650,216,2012,8,Oregon,Other,5,2.0,0.0,2012 8 Oregon,O157,41,95988,0.934,0.882,77.0,48.0,5.75,50.43,"5,646","6,129",100
651,244,2014,9,Oregon,Other,6,2.0,0.0,2014 9 Oregon,O157,41,95988,0.934,0.882,64.0,42.0,5.75,50.43,"5,646","6,129",100
652,268,2013,8,Wisconsin,Other,2,1.0,0.0,2013 8 Wisconsin,O157,106,54158,0.932,0.8859999999999999,71.0,55.0,5.75,50.43,"5,646","6,129",100
653,274,2017,8,Wisconsin,Other,13,4.0,0.0,2017 8 Wisconsin,O157,106,54158,0.932,0.8859999999999999,71.0,55.0,5.75,50.43,"5,646","6,129",100
654,277,2014,9,Wisconsin,Food,4,2.0,0.0,2014 9 Wisconsin,O157,106,54158,0.932,0.8859999999999999,59.0,43.0,5.75,50.43,"5,646","6,129",100
655,295,2014,2,Wisconsin,Other,4,1.0,0.0,2014 2 Wisconsin,O157,106,54158,0.932,0.8859999999999999,42.0,28.0,5.75,50.43,"5,646","6,129",100
656,376,2015,7,Maryland,Food,9,6.0,0.0,2015 7 Maryland,O157,618,9707,0.94,0.885,87.0,71.0,5.75,50.43,"5,646","6,129",100
657,387,2015,9,Maryland,Other,3,2.0,0.0,2015 9 Maryland,O157,618,9707,0.94,0.885,68.0,52.0,5.75,50.43,"5,646","6,129",100
658,398,2015,8,Washington,Food,13,5.0,0.0,2015 8 Washington,O157,107,66456,0.945,0.904,71.0,52.0,5.75,50.43,"5,646","6,129",100
659,479,2015,7,Minnesota,Other,5,0.0,0.0,2015 7 Minnesota,O157,68,79627,0.95,0.9009999999999999,82.0,62.0,5.75,50.43,"5,646","6,129",100
660,500,2014,8,Minnesota,Other,2,0.0,0.0,2014 8 Minnesota,O157,68,79627,0.95,0.9009999999999999,73.0,53.0,5.75,50.43,"5,646","6,129",100
661,512,2015,9,Minnesota,Food,7,0.0,0.0,2015 9 Minnesota,O157,68,79627,0.95,0.9009999999999999,59.0,41.0,5.75,50.43,"5,646","6,129",100
662,521,2015,10,Minnesota,Food,2,1.0,0.0,2015 10 Minnesota,O157,68,79627,0.95,0.9009999999999999,42.0,27.0,5.75,50.43,"5,646","6,129",100
663,522,2015,10,Minnesota,Food,3,0.0,0.0,2015 10 Minnesota,O157,68,79627,0.95,0.9009999999999999,42.0,27.0,5.75,50.43,"5,646","6,129",100
664,537,2015,6,Minnesota,Food,2,1.0,0.0,2015 6 Minnesota,O157,68,79627,0.95,0.9009999999999999,85.0,64.0,5.75,50.43,"5,646","6,129",100
665,538,2015,6,Minnesota,Other,15,2.0,0.0,2015 6 Minnesota,O157,68,79627,0.95,0.9009999999999999,85.0,64.0,5.75,50.43,"5,646","6,129",100
666,630,2014,9,Kansas,Other,2,0.0,0.0,2014 9 Kansas,O157,36,81759,0.926,0.887,68.0,45.0,5.75,50.43,"5,646","6,129",100
667,634,2017,9,Kansas,Other,6,5.0,0.0,2017 9 Kansas,O157,36,81759,0.926,0.887,68.0,45.0,5.75,50.43,"5,646","6,129",100
668,671,2017,5,Virginia,Other,2,1.0,0.0,2017 5 Virginia,O157,212,39490,0.933,0.882,86.0,65.0,5.75,50.43,"5,646","6,129",100
669,699,2017,11,Texas,Other,3,1.0,0.0,2017 11 Texas,O157,105,261232,0.914,0.868,63.0,42.0,5.75,50.43,"5,646","6,129",100
670,715,2015,1,Kentucky,Food,2,2.0,0.0,2015 1 Kentucky,O157,112,39486,0.8859999999999999,0.843,45.0,23.0,5.75,50.43,"5,646","6,129",100
671,717,2009,11,South Carolina,Other,4,0.0,0.0,2009 11 South Carolina,O157,162,30061,0.894,0.846,58.0,35.0,5.75,50.43,"5,646","6,129",100
672,777,2017,10,California,Food,244,29.0,0.0,2017 10 California,O157,251,"155,959[5]",0.934,0.882,64.0,43.0,5.75,50.43,"5,646","6,129",100
673,831,2012,11,Mississippi,Other,12,1.0,0.0,2012 11 Mississippi,O157,63,46923,0.866,0.825,58.0,37.0,5.75,50.43,"5,646","6,129",100
674,836,2003,6,Florida,Food,2,,,2003 6 Florida,O157,378,53625,0.913,0.873,92.0,72.0,5.75,50.43,"5,646","6,129",100
675,837,2000,10,Florida,Food,7,,,2000 10 Florida,O157,378,53625,0.913,0.873,73.0,47.0,5.75,50.43,"5,646","6,129",100
676,843,2002,8,Florida,Food,2,1.0,0.0,2002 8 Florida,O157,378,53625,0.913,0.873,88.0,68.0,5.75,50.43,"5,646","6,129",100
677,844,2002,8,Florida,Food,2,1.0,0.0,2002 8 Florida,O157,378,53625,0.913,0.873,88.0,68.0,5.75,50.43,"5,646","6,129",100
678,867,2010,3,Hawaii,Food,7,4.0,0.0,2010 3 Hawaii,O157,222,6423,0.943,0.902,83.0,69.0,5.75,50.43,"5,646","6,129",100
679,891,2016,6,Alaska,Other,9,1.0,0.0,2016 6 Alaska,O157,1,570641,0.942,0.912,65.0,52.0,5.75,50.43,"5,646","6,129",100
680,25,2016,3,Connecticut,Other,50,7.0,0.0,2016 3 Connecticut,O103,741,4842,0.957,0.9109999999999999,58.0,41.0,5.73,50.65,"5,697","6,225",98
681,45,2016,7,Ohio,Other,7,0.0,0.0,2016 7 Ohio,O103,284,40861,0.917,0.8740000000000001,84.0,63.0,5.73,50.65,"5,697","6,225",98
682,62,2017,8,Ohio,Other,4,0.0,0.0,2017 8 Ohio,O103,284,40861,0.917,0.8740000000000001,77.0,56.0,5.73,50.65,"5,697","6,225",98
683,74,2014,3,Ohio,Other,3,0.0,0.0,2014 3 Ohio,O103,284,40861,0.917,0.8740000000000001,63.0,41.0,5.73,50.65,"5,697","6,225",98
684,79,2014,5,Ohio,Other,4,0.0,0.0,2014 5 Ohio,O103,284,40861,0.917,0.8740000000000001,82.0,61.0,5.73,50.65,"5,697","6,225",98
685,86,2015,10,Ohio,Other,5,0.0,0.0,2015 10 Ohio,O103,284,40861,0.917,0.8740000000000001,52.0,35.0,5.73,50.65,"5,697","6,225",98
686,88,2015,11,Ohio,Other,6,1.0,0.0,2015 11 Ohio,O103,284,40861,0.917,0.8740000000000001,41.0,26.0,5.73,50.65,"5,697","6,225",98
687,237,2012,6,Oregon,Other,4,1.0,0.0,2012 6 Oregon,O103,41,95988,0.934,0.882,82.0,53.0,5.73,50.65,"5,697","6,225",98
688,247,2017,9,Oregon,Food,13,2.0,0.0,2017 9 Oregon,O103,41,95988,0.934,0.882,64.0,42.0,5.73,50.65,"5,697","6,225",98
689,287,2011,10,Wisconsin,Other,6,3.0,0.0,2011 10 Wisconsin,O103,106,54158,0.932,0.8859999999999999,46.0,32.0,5.73,50.65,"5,697","6,225",98
690,418,2000,7,Washington,Food,18,2.0,0.0,2000 7 Washington,O103,107,66456,0.945,0.904,76.0,56.0,5.73,50.65,"5,697","6,225",98
691,523,2013,5,Minnesota,Other,3,0.0,0.0,2013 5 Minnesota,O103,68,79627,0.95,0.9009999999999999,80.0,59.0,5.73,50.65,"5,697","6,225",98
692,619,2015,3,North Carolina,Other,20,1.0,0.0,2015 3 North Carolina,O103,206,48618,0.909,0.861,72.0,47.0,5.73,50.65,"5,697","6,225",98
693,644,2015,8,Kansas,Other,12,0.0,0.0,2015 8 Kansas,O103,36,81759,0.926,0.887,80.0,56.0,5.73,50.65,"5,697","6,225",98
694,34,2011,7,Ohio,Other,2,2.0,0.0,2011 7 Ohio,O111,284,40861,0.917,0.8740000000000001,84.0,63.0,5.28,50.59,"5,155","5,615",100
695,37,2012,7,Ohio,Other,4,2.0,0.0,2012 7 Ohio,O111,284,40861,0.917,0.8740000000000001,84.0,63.0,5.28,50.59,"5,155","5,615",100
696,38,2013,7,Ohio,Other,5,0.0,0.0,2013 7 Ohio,O111,284,40861,0.917,0.8740000000000001,84.0,63.0,5.28,50.59,"5,155","5,615",100
697,50,2014,6,Ohio,Other,6,1.0,0.0,2014 6 Ohio,O111,284,40861,0.917,0.8740000000000001,85.0,65.0,5.28,50.59,"5,155","5,615",100
698,75,2015,3,Ohio,Other,3,0.0,0.0,2015 3 Ohio,O111,284,40861,0.917,0.8740000000000001,63.0,41.0,5.28,50.59,"5,155","5,615",100
699,122,2004,9,New York,Food,212,14.0,0.0,2004 9 New York,O111,420,47126,0.946,0.888,65.0,50.0,5.28,50.59,"5,155","5,615",100
700,255,2011,7,Wisconsin,Other,4,0.0,0.0,2011 7 Wisconsin,O111,106,54158,0.932,0.8859999999999999,78.0,63.0,5.28,50.59,"5,155","5,615",100
701,275,2011,9,Wisconsin,Food,12,0.0,0.0,2011 9 Wisconsin,O111,106,54158,0.932,0.8859999999999999,59.0,43.0,5.28,50.59,"5,155","5,615",100
702,294,2013,5,Wisconsin,Food,3,2.0,0.0,2013 5 Wisconsin,O111,106,54158,0.932,0.8859999999999999,75.0,57.0,5.28,50.59,"5,155","5,615",100
703,320,2016,10,Tennessee,Other,4,2.0,0.0,2016 10 Tennessee,O111,160,41235,0.897,0.851,63.0,44.0,5.28,50.59,"5,155","5,615",100
704,340,2013,6,Missouri,Other,10,4.0,0.0,2013 6 Missouri,O111,88,68742,0.91,0.871,88.0,68.0,5.28,50.59,"5,155","5,615",100
705,342,2016,6,Missouri,Other,13,1.0,0.0,2016 6 Missouri,O111,88,68742,0.91,0.871,88.0,68.0,5.28,50.59,"5,155","5,615",100
706,343,2016,6,Missouri,Other,4,0.0,0.0,2016 6 Missouri,O111,88,68742,0.91,0.871,88.0,68.0,5.28,50.59,"5,155","5,615",100
707,482,2016,7,Minnesota,Other,8,0.0,0.0,2016 7 Minnesota,O111,68,79627,0.95,0.9009999999999999,82.0,62.0,5.28,50.59,"5,155","5,615",100
708,488,2017,7,Minnesota,Other,21,2.0,0.0,2017 7 Minnesota,O111,68,79627,0.95,0.9009999999999999,82.0,62.0,5.28,50.59,"5,155","5,615",100
709,532,2014,6,Minnesota,Food,15,4.0,0.0,2014 6 Minnesota,O111,68,79627,0.95,0.9009999999999999,85.0,64.0,5.28,50.59,"5,155","5,615",100
710,542,2014,11,Minnesota,Food,3,0.0,0.0,2014 11 Minnesota,O111,68,79627,0.95,0.9009999999999999,29.0,13.0,5.28,50.59,"5,155","5,615",100
711,543,2014,11,Minnesota,Other,2,0.0,0.0,2014 11 Minnesota,O111,68,79627,0.95,0.9009999999999999,29.0,13.0,5.28,50.59,"5,155","5,615",100
712,554,2013,7,Pennsylvania,Other,5,0.0,0.0,2013 7 Pennsylvania,O111,286,44743,0.927,0.8740000000000001,85.0,68.0,5.28,50.59,"5,155","5,615",100
713,564,2017,8,Pennsylvania,Other,7,0.0,0.0,2017 8 Pennsylvania,O111,286,44743,0.927,0.8740000000000001,78.0,60.0,5.28,50.59,"5,155","5,615",100
714,586,2016,6,Pennsylvania,Other,4,0.0,0.0,2016 6 Pennsylvania,O111,286,44743,0.927,0.8740000000000001,87.0,69.0,5.28,50.59,"5,155","5,615",100
715,588,2015,4,Pennsylvania,Other,2,0.0,0.0,2015 4 Pennsylvania,O111,286,44743,0.927,0.8740000000000001,74.0,54.0,5.28,50.59,"5,155","5,615",100
716,591,2011,6,New Hampshire,Other,2,0.0,0.0,2011 6 New Hampshire,O111,148,8953,0.947,0.898,82.0,58.0,5.28,50.59,"5,155","5,615",100
717,627,2007,3,Maine,Food,8,0.0,0.0,2007 3 Maine,O111,43,30843,0.919,0.8759999999999999,53.0,35.0,5.28,50.59,"5,155","5,615",100
718,679,2009,7,South Dakota,Other,11,4.0,0.0,2009 7 South Dakota,O111,11,75811,0.931,0.87,82.0,57.0,5.28,50.59,"5,155","5,615",100
719,684,1999,6,Texas,Food,55,,0.0,1999 6 Texas,O111,105,261232,0.914,0.868,96.0,74.0,5.28,50.59,"5,155","5,615",100
720,728,2012,7,Illinois,Other,7,0.0,0.0,2012 7 Illinois,O111,231,55519,0.933,0.883,82.0,66.0,5.28,50.59,"5,155","5,615",100
721,742,2017,5,Illinois,Food,11,1.0,0.0,2017 5 Illinois,O111,231,55519,0.933,0.883,81.0,63.0,5.28,50.59,"5,155","5,615",100
722,806,2009,7,Wyoming,Food,2,0.0,0.0,2009 7 Wyoming,O111,6,97093,0.937,0.8959999999999999,81.0,54.0,5.28,50.59,"5,155","5,615",100
723,818,2016,6,Iowa,Food,10,0.0,0.0,2016 6 Iowa,O111,55,55857,0.931,0.885,86.0,67.0,5.28,50.59,"5,155","5,615",100
724,827,2008,8,Oklahoma,Food,344,71.0,1.0,2008 8 Oklahoma,O111,57,68595,0.899,0.858,85.0,63.0,5.28,50.59,"5,155","5,615",100
725,856,2015,9,Indiana,Other,5,0.0,0.0,2015 9 Indiana,O111,184,35826,0.91,0.8690000000000001,65.0,42.0,5.28,50.59,"5,155","5,615",100
726,870,2014,4,Arkansas,Other,2,0.0,0.0,2014 4 Arkansas,O111,57,52035,0.883,0.8390000000000001,81.0,61.0,5.28,50.59,"5,155","5,615",100
727,885,2008,7,Nebraska,Food,34,2.0,,2008 7 Nebraska,O111,24,76824,0.937,0.889,86.0,64.0,5.28,50.59,"5,155","5,615",100
728,894,2007,7,North Dakota,Food,23,0.0,0.0,2007 7 North Dakota,O111,10,69001,0.948,0.8740000000000001,83.0,56.0,5.28,50.59,"5,155","5,615",100
729,81,2014,5,Ohio,Other,4,0.0,0.0,2014 5 Ohio,O146:H21,284,40861,0.917,0.8740000000000001,82.0,61.0,5.54,50.70,"5,397","5,821",92
730,96,2011,5,New York,Food,19,0.0,0.0,2011 5 New York,O6:H16,420,47126,0.946,0.888,79.0,64.0,4.97,50.57,"4,627","5,279",87
731,503,1998,8,Minnesota,Food,66,0.0,0.0,1998 8 Minnesota,O6:H16,68,79627,0.95,0.9009999999999999,73.0,53.0,4.97,50.57,"4,627","5,279",87
732,785,2010,1,California,Food,19,0.0,0.0,2010 1 California,O6:H16,251,"155,959[5]",0.934,0.882,60.0,41.0,4.97,50.57,"4,627","5,279",87
733,136,2010,4,Colorado,Other,10,0.0,0.0,2010 4 Colorado,O111:NM,52,103642,0.947,0.9059999999999999,72.0,43.0,5.13,50.60,"4,753","5,144",98
734,151,2012,7,Colorado,Food,2,0.0,0.0,2012 7 Colorado,O111:NM,52,103642,0.947,0.9059999999999999,88.0,57.0,5.13,50.60,"4,753","5,144",98
735,201,2013,3,Idaho,Other,2,0.0,0.0,2013 3 Idaho,O111:NM,20,82643,0.911,0.872,62.0,39.0,5.13,50.60,"4,753","5,144",98
736,467,2012,7,Minnesota,Other,10,1.0,0.0,2012 7 Minnesota,O111:NM,68,79627,0.95,0.9009999999999999,82.0,62.0,5.13,50.60,"4,753","5,144",98
737,515,2011,10,Minnesota,Food,14,0.0,0.0,2011 10 Minnesota,O111:NM,68,79627,0.95,0.9009999999999999,42.0,27.0,5.13,50.60,"4,753","5,144",98
738,624,2015,9,Maine,Other,2,2.0,1.0,2015 9 Maine,O111:NM,43,30843,0.919,0.8759999999999999,57.0,40.0,5.13,50.60,"4,753","5,144",98
739,775,2015,10,California,Food,15,1.0,0.0,2015 10 California,O111:NM,251,"155,959[5]",0.934,0.882,64.0,43.0,5.13,50.60,"4,753","5,144",98
740,189,2011,5,Idaho,Other,3,0.0,0.0,2011 5 Idaho,O26:H11,20,82643,0.911,0.872,81.0,54.0,5.86,50.66,"5,906","6,377",101
741,192,2011,6,Idaho,Other,6,0.0,0.0,2011 6 Idaho,O26:H11,20,82643,0.911,0.872,91.0,60.0,5.86,50.66,"5,906","6,377",101
742,193,2011,9,Idaho,Other,2,0.0,0.0,2011 9 Idaho,O26:H11,20,82643,0.911,0.872,65.0,41.0,5.86,50.66,"5,906","6,377",101
743,391,2010,6,Washington,Other,24,0.0,0.0,2010 6 Washington,O26:H11,107,66456,0.945,0.904,76.0,56.0,5.86,50.66,"5,906","6,377",101
744,436,2010,2,Washington,Food,6,0.0,0.0,2010 2 Washington,O26:H11,107,66456,0.945,0.904,54.0,39.0,5.86,50.66,"5,906","6,377",101
745,585,2015,6,Pennsylvania,Other,3,0.0,0.0,2015 6 Pennsylvania,O26:H11,286,44743,0.927,0.8740000000000001,87.0,69.0,5.86,50.66,"5,906","6,377",101
746,234,2012,1,Oregon,Other,5,0.0,0.0,2012 1 Oregon,O118:H16,41,95988,0.934,0.882,52.0,35.0,5.31,50.40,"5,307","5,759",77
