,Year,Month,State,Primary Mode,Illnesses,Outbreak ID,Strain,Density (Pop./ mi2),Landarea(mi2),HDI (2017)[note 1],HDI (1995),Average High (F),Average Low (F),Length of Genome,%GC,Protein Coding Genes,Genes Overall,tRNA Genes
185,2008,5,Tennessee,Food,6,2008 5 Tennessee,O157:H7,160,41235,0.897,0.851,89,70,5.59,50.45,5155,5417,103
186,2013,6,Tennessee,Food,7,2013 6 Tennessee,O157:H7,160,41235,0.897,0.851,92,74,5.59,50.45,5155,5417,103
187,2010,6,Tennessee,Other,14,2010 6 Tennessee,O157:H7,160,41235,0.897,0.851,92,74,5.59,50.45,5155,5417,103
188,2013,7,Tennessee,Other,34,2013 7 Tennessee,O157:H7,160,41235,0.897,0.851,91,73,5.59,50.45,5155,5417,103
189,2013,10,Tennessee,Food,9,2013 10 Tennessee,O157:H7,160,41235,0.897,0.851,63,44,5.59,50.45,5155,5417,103
190,2003,10,Tennessee,Food,6,2003 10 Tennessee,O157:H7,160,41235,0.897,0.851,63,44,5.59,50.45,5155,5417,103
191,2008,10,Tennessee,Food,12,2008 10 Tennessee,O157:H7,160,41235,0.897,0.851,63,44,5.59,50.45,5155,5417,103
192,2016,10,Tennessee,Other,4,2016 10 Tennessee,O157:H7,160,41235,0.897,0.851,63,44,5.59,50.45,5155,5417,103
193,2010,2,Tennessee,Food,3,2010 2 Tennessee,O157:H7,160,41235,0.897,0.851,64,44,5.59,50.45,5155,5417,103
194,2014,9,Tennessee,Other,2,2014 9 Tennessee,O157:H7,160,41235,0.897,0.851,74,54,5.59,50.45,5155,5417,103
195,2007,8,Tennessee,Food,2,2007 8 Tennessee,O157:H7,160,41235,0.897,0.851,85,65,5.59,50.45,5155,5417,103
196,2015,11,Tennessee,Food,13,2015 11 Tennessee,O157:H7,160,41235,0.897,0.851,52,35,5.59,50.45,5155,5417,103
197,2011,3,Missouri,Other,3,2011 3 Missouri,O157:H7,88,68742,0.91,0.871,67,44,5.59,50.45,5155,5417,103
198,2012,3,Missouri,Food,19,2012 3 Missouri,O157:H7,88,68742,0.91,0.871,67,44,5.59,50.45,5155,5417,103
199,2014,3,Missouri,Other,5,2014 3 Missouri,O157:H7,88,68742,0.91,0.871,67,44,5.59,50.45,5155,5417,103
200,2011,6,Missouri,Other,8,2011 6 Missouri,O157:H7,88,68742,0.91,0.871,88,68,5.59,50.45,5155,5417,103
201,2013,6,Missouri,Food,6,2013 6 Missouri,O157:H7,88,68742,0.91,0.871,88,68,5.59,50.45,5155,5417,103
202,2016,6,Missouri,Other,13,2016 6 Missouri,O157:H7,88,68742,0.91,0.871,88,68,5.59,50.45,5155,5417,103
203,2011,9,Missouri,Other,4,2011 9 Missouri,O157:H7,88,68742,0.91,0.871,69,45,5.59,50.45,5155,5417,103
204,2012,9,Missouri,Other,8,2012 9 Missouri,O157:H7,88,68742,0.91,0.871,69,45,5.59,50.45,5155,5417,103
205,2016,9,Missouri,Other,26,2016 9 Missouri,O157:H7,88,68742,0.91,0.871,69,45,5.59,50.45,5155,5417,103
206,2012,8,Missouri,Other,12,2012 8 Missouri,O157:H7,88,68742,0.91,0.871,80,57,5.59,50.45,5155,5417,103
207,2013,8,Missouri,Food,3,2013 8 Missouri,O157:H7,88,68742,0.91,0.871,80,57,5.59,50.45,5155,5417,103
208,2016,8,Missouri,Other,6,2016 8 Missouri,O157:H7,88,68742,0.91,0.871,80,57,5.59,50.45,5155,5417,103
209,2009,5,Missouri,Other,12,2009 5 Missouri,O157:H7,88,68742,0.91,0.871,83,64,5.59,50.45,5155,5417,103
210,2008,4,Missouri,Food,4,2008 4 Missouri,O157:H7,88,68742,0.91,0.871,75,54,5.59,50.45,5155,5417,103
211,2003,4,Missouri,Food,3,2003 4 Missouri,O157:H7,88,68742,0.91,0.871,75,54,5.59,50.45,5155,5417,103
212,2010,4,Missouri,Other,28,2010 4 Missouri,O157:H7,88,68742,0.91,0.871,75,54,5.59,50.45,5155,5417,103
213,2000,1,Missouri,Food,8,2000 1 Missouri,O157:H7,88,68742,0.91,0.871,45,25,5.59,50.45,5155,5417,103
214,2015,10,Missouri,Food,6,2015 10 Missouri,O157:H7,88,68742,0.91,0.871,56,35,5.59,50.45,5155,5417,103
215,2010,11,Missouri,Other,11,2010 11 Missouri,O157:H7,88,68742,0.91,0.871,43,24,5.59,50.45,5155,5417,103
216,2011,6,Alabama,Other,19,2011 6 Alabama,O157:H7,95,50645,0.882,0.8390000000000001,92,71,5.59,50.45,5155,5417,103
217,2007,6,Alabama,Food,26,2007 6 Alabama,O157:H7,95,50645,0.882,0.8390000000000001,92,71,5.59,50.45,5155,5417,103
218,2007,7,Alabama,Food,4,2007 7 Alabama,O157:H7,95,50645,0.882,0.8390000000000001,92,71,5.59,50.45,5155,5417,103
219,2008,2,Alabama,Food,17,2008 2 Alabama,O157:H7,95,50645,0.882,0.8390000000000001,70,45,5.59,50.45,5155,5417,103
220,2010,10,Maryland,Food,7,2010 10 Maryland,O157:H7,618,9707,0.94,0.885,58,43,5.59,50.45,5155,5417,103
221,2016,10,Maryland,Food,5,2016 10 Maryland,O157:H7,618,9707,0.94,0.885,58,43,5.59,50.45,5155,5417,103
222,2017,10,Maryland,Other,3,2017 10 Maryland,O157:H7,618,9707,0.94,0.885,58,43,5.59,50.45,5155,5417,103
223,2012,7,Maryland,Food,7,2012 7 Maryland,O157:H7,618,9707,0.94,0.885,87,71,5.59,50.45,5155,5417,103
224,1998,8,Maryland,Food,6,1998 8 Maryland,O157:H7,618,9707,0.94,0.885,80,64,5.59,50.45,5155,5417,103
225,2002,6,Maryland,Food,5,2002 6 Maryland,O157:H7,618,9707,0.94,0.885,89,73,5.59,50.45,5155,5417,103
226,2015,5,Maryland,Other,23,2015 5 Maryland,O157:H7,618,9707,0.94,0.885,85,67,5.59,50.45,5155,5417,103
227,2011,6,Washington,Other,6,2011 6 Washington,O157:H7,107,66456,0.945,0.904,76,56,5.59,50.45,5155,5417,103
228,2013,6,Washington,Other,12,2013 6 Washington,O157:H7,107,66456,0.945,0.904,76,56,5.59,50.45,5155,5417,103
229,1999,6,Washington,Food,5,1999 6 Washington,O157:H7,107,66456,0.945,0.904,76,56,5.59,50.45,5155,5417,103
230,2008,6,Washington,Food,2,2008 6 Washington,O157:H7,107,66456,0.945,0.904,76,56,5.59,50.45,5155,5417,103
231,2011,8,Washington,Food,3,2011 8 Washington,O157:H7,107,66456,0.945,0.904,71,52,5.59,50.45,5155,5417,103
232,2004,8,Washington,Food,6,2004 8 Washington,O157:H7,107,66456,0.945,0.904,71,52,5.59,50.45,5155,5417,103
233,2004,8,Washington,Food,3,2004 8 Washington,O157:H7,107,66456,0.945,0.904,71,52,5.59,50.45,5155,5417,103
234,2010,8,Washington,Other,3,2010 8 Washington,O157:H7,107,66456,0.945,0.904,71,52,5.59,50.45,5155,5417,103
235,2016,8,Washington,Food,9,2016 8 Washington,O157:H7,107,66456,0.945,0.904,71,52,5.59,50.45,5155,5417,103
236,2016,8,Washington,Food,2,2016 8 Washington,O157:H7,107,66456,0.945,0.904,71,52,5.59,50.45,5155,5417,103
237,2017,8,Washington,Other,3,2017 8 Washington,O157:H7,107,66456,0.945,0.904,71,52,5.59,50.45,5155,5417,103
238,2009,5,Washington,Food,5,2009 5 Washington,O157:H7,107,66456,0.945,0.904,70,52,5.59,50.45,5155,5417,103
239,2003,5,Washington,Food,3,2003 5 Washington,O157:H7,107,66456,0.945,0.904,70,52,5.59,50.45,5155,5417,103
240,2004,5,Washington,Food,3,2004 5 Washington,O157:H7,107,66456,0.945,0.904,70,52,5.59,50.45,5155,5417,103
241,2005,5,Washington,Food,3,2005 5 Washington,O157:H7,107,66456,0.945,0.904,70,52,5.59,50.45,5155,5417,103
242,2008,5,Washington,Food,10,2008 5 Washington,O157:H7,107,66456,0.945,0.904,70,52,5.59,50.45,5155,5417,103
243,2010,5,Washington,Food,2,2010 5 Washington,O157:H7,107,66456,0.945,0.904,70,52,5.59,50.45,5155,5417,103
244,2012,10,Washington,Other,4,2012 10 Washington,O157:H7,107,66456,0.945,0.904,51,40,5.59,50.45,5155,5417,103
245,1998,10,Washington,Food,11,1998 10 Washington,O157:H7,107,66456,0.945,0.904,51,40,5.59,50.45,5155,5417,103
246,2004,10,Washington,Food,4,2004 10 Washington,O157:H7,107,66456,0.945,0.904,51,40,5.59,50.45,5155,5417,103
247,2005,10,Washington,Food,9,2005 10 Washington,O157:H7,107,66456,0.945,0.904,51,40,5.59,50.45,5155,5417,103
248,2008,10,Washington,Food,68,2008 10 Washington,O157:H7,107,66456,0.945,0.904,51,40,5.59,50.45,5155,5417,103
249,2012,7,Washington,Other,2,2012 7 Washington,O157:H7,107,66456,0.945,0.904,76,56,5.59,50.45,5155,5417,103
250,2009,7,Washington,Other,12,2009 7 Washington,O157:H7,107,66456,0.945,0.904,76,56,5.59,50.45,5155,5417,103
251,2002,7,Washington,Food,55,2002 7 Washington,O157:H7,107,66456,0.945,0.904,76,56,5.59,50.45,5155,5417,103
252,2003,7,Washington,Food,5,2003 7 Washington,O157:H7,107,66456,0.945,0.904,76,56,5.59,50.45,5155,5417,103
253,2015,7,Washington,Food,5,2015 7 Washington,O157:H7,107,66456,0.945,0.904,76,56,5.59,50.45,5155,5417,103
254,2009,9,Washington,Food,3,2009 9 Washington,O157:H7,107,66456,0.945,0.904,60,46,5.59,50.45,5155,5417,103
255,2009,9,Washington,Food,4,2009 9 Washington,O157:H7,107,66456,0.945,0.904,60,46,5.59,50.45,5155,5417,103
256,2009,9,Washington,Food,2,2009 9 Washington,O157:H7,107,66456,0.945,0.904,60,46,5.59,50.45,5155,5417,103
257,1998,9,Washington,Food,8,1998 9 Washington,O157:H7,107,66456,0.945,0.904,60,46,5.59,50.45,5155,5417,103
258,1998,9,Washington,Food,4,1998 9 Washington,O157:H7,107,66456,0.945,0.904,60,46,5.59,50.45,5155,5417,103
259,2001,9,Washington,Food,14,2001 9 Washington,O157:H7,107,66456,0.945,0.904,60,46,5.59,50.45,5155,5417,103
260,2005,9,Washington,Food,4,2005 9 Washington,O157:H7,107,66456,0.945,0.904,60,46,5.59,50.45,5155,5417,103
261,2005,9,Washington,Food,2,2005 9 Washington,O157:H7,107,66456,0.945,0.904,60,46,5.59,50.45,5155,5417,103
262,2005,9,Washington,Food,14,2005 9 Washington,O157:H7,107,66456,0.945,0.904,60,46,5.59,50.45,5155,5417,103
263,2006,9,Washington,Food,2,2006 9 Washington,O157:H7,107,66456,0.945,0.904,60,46,5.59,50.45,5155,5417,103
264,2013,2,Washington,Food,3,2013 2 Washington,O157:H7,107,66456,0.945,0.904,54,39,5.59,50.45,5155,5417,103
265,2002,11,Washington,Food,4,2002 11 Washington,O157:H7,107,66456,0.945,0.904,46,36,5.59,50.45,5155,5417,103
266,2004,3,Washington,Food,2,2004 3 Washington,O157:H7,107,66456,0.945,0.904,58,42,5.59,50.45,5155,5417,103
267,2010,3,Washington,Other,21,2010 3 Washington,O157:H7,107,66456,0.945,0.904,58,42,5.59,50.45,5155,5417,103
268,2015,4,Washington,Other,40,2015 4 Washington,O157:H7,107,66456,0.945,0.904,65,47,5.59,50.45,5155,5417,103
269,2009,3,Michigan,Food,4,2009 3 Michigan,O157:H7,175,56539,0.9159999999999999,0.877,58,37,5.59,50.45,5155,5417,103
270,2014,3,Michigan,Food,2,2014 3 Michigan,O157:H7,175,56539,0.9159999999999999,0.877,58,37,5.59,50.45,5155,5417,103
271,2004,7,Michigan,Food,3,2004 7 Michigan,O157:H7,175,56539,0.9159999999999999,0.877,80,59,5.59,50.45,5155,5417,103
272,2015,7,Michigan,Food,3,2015 7 Michigan,O157:H7,175,56539,0.9159999999999999,0.877,80,59,5.59,50.45,5155,5417,103
273,2012,8,Michigan,Food,90,2012 8 Michigan,O157:H7,175,56539,0.9159999999999999,0.877,73,51,5.59,50.45,5155,5417,103
274,2016,8,Michigan,Food,4,2016 8 Michigan,O157:H7,175,56539,0.9159999999999999,0.877,73,51,5.59,50.45,5155,5417,103
275,2013,4,Michigan,Food,20,2013 4 Michigan,O157:H7,175,56539,0.9159999999999999,0.877,69,47,5.59,50.45,5155,5417,103
276,2000,4,Michigan,Food,4,2000 4 Michigan,O157:H7,175,56539,0.9159999999999999,0.877,69,47,5.59,50.45,5155,5417,103
277,2003,9,Michigan,Food,10,2003 9 Michigan,O157:H7,175,56539,0.9159999999999999,0.877,60,41,5.59,50.45,5155,5417,103
278,1998,11,Michigan,Food,4,1998 11 Michigan,O157:H7,175,56539,0.9159999999999999,0.877,34,22,5.59,50.45,5155,5417,103
279,2011,7,Minnesota,Food,6,2011 7 Minnesota,O157:H7,68,79627,0.95,0.901,82,62,5.59,50.45,5155,5417,103
280,2011,7,Minnesota,Other,4,2011 7 Minnesota,O157:H7,68,79627,0.95,0.901,82,62,5.59,50.45,5155,5417,103
281,2012,7,Minnesota,Other,10,2012 7 Minnesota,O157:H7,68,79627,0.95,0.901,82,62,5.59,50.45,5155,5417,103
282,2012,7,Minnesota,Other,12,2012 7 Minnesota,O157:H7,68,79627,0.95,0.901,82,62,5.59,50.45,5155,5417,103
283,2012,7,Minnesota,Other,52,2012 7 Minnesota,O157:H7,68,79627,0.95,0.901,82,62,5.59,50.45,5155,5417,103
284,2013,7,Minnesota,Other,3,2013 7 Minnesota,O157:H7,68,79627,0.95,0.901,82,62,5.59,50.45,5155,5417,103
285,2014,7,Minnesota,Food,57,2014 7 Minnesota,O157:H7,68,79627,0.95,0.901,82,62,5.59,50.45,5155,5417,103
286,2014,7,Minnesota,Other,15,2014 7 Minnesota,O157:H7,68,79627,0.95,0.901,82,62,5.59,50.45,5155,5417,103
287,2010,7,Minnesota,Food,11,2010 7 Minnesota,O157:H7,68,79627,0.95,0.901,82,62,5.59,50.45,5155,5417,103
288,2004,7,Minnesota,Food,70,2004 7 Minnesota,O157:H7,68,79627,0.95,0.901,82,62,5.59,50.45,5155,5417,103
289,2006,7,Minnesota,Food,17,2006 7 Minnesota,O157:H7,68,79627,0.95,0.901,82,62,5.59,50.45,5155,5417,103
290,2007,7,Minnesota,Food,26,2007 7 Minnesota,O157:H7,68,79627,0.95,0.901,82,62,5.59,50.45,5155,5417,103
291,2016,7,Minnesota,Other,10,2016 7 Minnesota,O157:H7,68,79627,0.95,0.901,82,62,5.59,50.45,5155,5417,103
292,2010,7,Minnesota,Other,5,2010 7 Minnesota,O157:H7,68,79627,0.95,0.901,82,62,5.59,50.45,5155,5417,103
293,2011,8,Minnesota,Other,2,2011 8 Minnesota,O157:H7,68,79627,0.95,0.901,73,53,5.59,50.45,5155,5417,103
294,2009,8,Minnesota,Food,6,2009 8 Minnesota,O157:H7,68,79627,0.95,0.901,73,53,5.59,50.45,5155,5417,103
295,2009,8,Minnesota,Food,3,2009 8 Minnesota,O157:H7,68,79627,0.95,0.901,73,53,5.59,50.45,5155,5417,103
296,2012,8,Minnesota,Other,6,2012 8 Minnesota,O157:H7,68,79627,0.95,0.901,73,53,5.59,50.45,5155,5417,103
297,2012,8,Minnesota,Other,5,2012 8 Minnesota,O157:H7,68,79627,0.95,0.901,73,53,5.59,50.45,5155,5417,103
298,2012,8,Minnesota,Other,4,2012 8 Minnesota,O157:H7,68,79627,0.95,0.901,73,53,5.59,50.45,5155,5417,103
299,2012,8,Minnesota,Other,3,2012 8 Minnesota,O157:H7,68,79627,0.95,0.901,73,53,5.59,50.45,5155,5417,103
300,2009,8,Minnesota,Other,3,2009 8 Minnesota,O157:H7,68,79627,0.95,0.901,73,53,5.59,50.45,5155,5417,103
301,2013,8,Minnesota,Food,7,2013 8 Minnesota,O157:H7,68,79627,0.95,0.901,73,53,5.59,50.45,5155,5417,103
302,2013,8,Minnesota,Other,11,2013 8 Minnesota,O157:H7,68,79627,0.95,0.901,73,53,5.59,50.45,5155,5417,103
303,2000,8,Minnesota,Food,3,2000 8 Minnesota,O157:H7,68,79627,0.95,0.901,73,53,5.59,50.45,5155,5417,103
304,2001,8,Minnesota,Food,5,2001 8 Minnesota,O157:H7,68,79627,0.95,0.901,73,53,5.59,50.45,5155,5417,103
305,2006,8,Minnesota,Food,3,2006 8 Minnesota,O157:H7,68,79627,0.95,0.901,73,53,5.59,50.45,5155,5417,103
306,2015,8,Minnesota,Other,4,2015 8 Minnesota,O157:H7,68,79627,0.95,0.901,73,53,5.59,50.45,5155,5417,103
307,2015,8,Minnesota,Other,2,2015 8 Minnesota,O157:H7,68,79627,0.95,0.901,73,53,5.59,50.45,5155,5417,103
308,2011,9,Minnesota,Other,2,2011 9 Minnesota,O157:H7,68,79627,0.95,0.901,59,41,5.59,50.45,5155,5417,103
309,2009,9,Minnesota,Other,2,2009 9 Minnesota,O157:H7,68,79627,0.95,0.901,59,41,5.59,50.45,5155,5417,103
310,2013,9,Minnesota,Other,2,2013 9 Minnesota,O157:H7,68,79627,0.95,0.901,59,41,5.59,50.45,5155,5417,103
311,2017,9,Minnesota,Food,11,2017 9 Minnesota,O157:H7,68,79627,0.95,0.901,59,41,5.59,50.45,5155,5417,103
312,2012,10,Minnesota,Other,3,2012 10 Minnesota,O157:H7,68,79627,0.95,0.901,42,27,5.59,50.45,5155,5417,103
313,2013,10,Minnesota,Other,7,2013 10 Minnesota,O157:H7,68,79627,0.95,0.901,42,27,5.59,50.45,5155,5417,103
314,2013,10,Minnesota,Other,2,2013 10 Minnesota,O157:H7,68,79627,0.95,0.901,42,27,5.59,50.45,5155,5417,103
315,2013,10,Minnesota,Other,2,2013 10 Minnesota,O157:H7,68,79627,0.95,0.901,42,27,5.59,50.45,5155,5417,103
316,2010,5,Minnesota,Food,8,2010 5 Minnesota,O157:H7,68,79627,0.95,0.901,80,59,5.59,50.45,5155,5417,103
317,2016,5,Minnesota,Other,3,2016 5 Minnesota,O157:H7,68,79627,0.95,0.901,80,59,5.59,50.45,5155,5417,103
318,2013,6,Minnesota,Other,2,2013 6 Minnesota,O157:H7,68,79627,0.95,0.901,85,64,5.59,50.45,5155,5417,103
319,2013,6,Minnesota,Other,2,2013 6 Minnesota,O157:H7,68,79627,0.95,0.901,85,64,5.59,50.45,5155,5417,103
320,2009,6,Minnesota,Food,4,2009 6 Minnesota,O157:H7,68,79627,0.95,0.901,85,64,5.59,50.45,5155,5417,103
321,1999,6,Minnesota,Food,5,1999 6 Minnesota,O157:H7,68,79627,0.95,0.901,85,64,5.59,50.45,5155,5417,103
322,2009,6,Minnesota,Food,2,2009 6 Minnesota,O157:H7,68,79627,0.95,0.901,85,64,5.59,50.45,5155,5417,103
323,2009,6,Minnesota,Food,16,2009 6 Minnesota,O157:H7,68,79627,0.95,0.901,85,64,5.59,50.45,5155,5417,103
324,2007,6,Minnesota,Food,3,2007 6 Minnesota,O157:H7,68,79627,0.95,0.901,85,64,5.59,50.45,5155,5417,103
325,2017,6,Minnesota,Other,8,2017 6 Minnesota,O157:H7,68,79627,0.95,0.901,85,64,5.59,50.45,5155,5417,103
326,2017,6,Minnesota,Other,8,2017 6 Minnesota,O157:H7,68,79627,0.95,0.901,85,64,5.59,50.45,5155,5417,103
327,2013,11,Minnesota,Other,5,2013 11 Minnesota,O157:H7,68,79627,0.95,0.901,29,13,5.59,50.45,5155,5417,103
328,2000,3,Minnesota,Food,18,2000 3 Minnesota,O157:H7,68,79627,0.95,0.901,58,38,5.59,50.45,5155,5417,103
329,2007,3,Minnesota,Food,10,2007 3 Minnesota,O157:H7,68,79627,0.95,0.901,58,38,5.59,50.45,5155,5417,103
330,2011,7,Pennsylvania,Other,16,2011 7 Pennsylvania,O157:H7,286,44743,0.927,0.8740000000000001,85,68,5.59,50.45,5155,5417,103
331,2012,7,Pennsylvania,Other,2,2012 7 Pennsylvania,O157:H7,286,44743,0.927,0.8740000000000001,85,68,5.59,50.45,5155,5417,103
332,2012,7,Pennsylvania,Other,7,2012 7 Pennsylvania,O157:H7,286,44743,0.927,0.8740000000000001,85,68,5.59,50.45,5155,5417,103
333,2010,7,Pennsylvania,Other,2,2010 7 Pennsylvania,O157:H7,286,44743,0.927,0.8740000000000001,85,68,5.59,50.45,5155,5417,103
334,2011,8,Pennsylvania,Other,3,2011 8 Pennsylvania,O157:H7,286,44743,0.927,0.8740000000000001,78,60,5.59,50.45,5155,5417,103
335,2012,8,Pennsylvania,Food,3,2012 8 Pennsylvania,O157:H7,286,44743,0.927,0.8740000000000001,78,60,5.59,50.45,5155,5417,103
336,2013,8,Pennsylvania,Food,15,2013 8 Pennsylvania,O157:H7,286,44743,0.927,0.8740000000000001,78,60,5.59,50.45,5155,5417,103
337,2015,8,Pennsylvania,Other,3,2015 8 Pennsylvania,O157:H7,286,44743,0.927,0.8740000000000001,78,60,5.59,50.45,5155,5417,103
338,2016,8,Pennsylvania,Food,5,2016 8 Pennsylvania,O157:H7,286,44743,0.927,0.8740000000000001,78,60,5.59,50.45,5155,5417,103
339,2012,9,Pennsylvania,Food,9,2012 9 Pennsylvania,O157:H7,286,44743,0.927,0.8740000000000001,67,48,5.59,50.45,5155,5417,103
340,2013,9,Pennsylvania,Other,3,2013 9 Pennsylvania,O157:H7,286,44743,0.927,0.8740000000000001,67,48,5.59,50.45,5155,5417,103
341,2001,9,Pennsylvania,Food,15,2001 9 Pennsylvania,O157:H7,286,44743,0.927,0.8740000000000001,67,48,5.59,50.45,5155,5417,103
342,2017,9,Pennsylvania,Other,3,2017 9 Pennsylvania,O157:H7,286,44743,0.927,0.8740000000000001,67,48,5.59,50.45,5155,5417,103
343,2012,11,Pennsylvania,Food,3,2012 11 Pennsylvania,O157:H7,286,44743,0.927,0.8740000000000001,45,30,5.59,50.45,5155,5417,103
344,2013,5,Pennsylvania,Other,2,2013 5 Pennsylvania,O157:H7,286,44743,0.927,0.8740000000000001,83,64,5.59,50.45,5155,5417,103
345,2000,5,Pennsylvania,Food,6,2000 5 Pennsylvania,O157:H7,286,44743,0.927,0.8740000000000001,83,64,5.59,50.45,5155,5417,103
346,2001,5,Pennsylvania,Food,7,2001 5 Pennsylvania,O157:H7,286,44743,0.927,0.8740000000000001,83,64,5.59,50.45,5155,5417,103
347,2013,10,Pennsylvania,Other,2,2013 10 Pennsylvania,O157:H7,286,44743,0.927,0.8740000000000001,56,39,5.59,50.45,5155,5417,103
348,2013,10,Pennsylvania,Food,24,2013 10 Pennsylvania,O157:H7,286,44743,0.927,0.8740000000000001,56,39,5.59,50.45,5155,5417,103
349,2013,10,Pennsylvania,Other,3,2013 10 Pennsylvania,O157:H7,286,44743,0.927,0.8740000000000001,56,39,5.59,50.45,5155,5417,103
350,2013,10,Pennsylvania,Other,2,2013 10 Pennsylvania,O157:H7,286,44743,0.927,0.8740000000000001,56,39,5.59,50.45,5155,5417,103
351,2013,10,Pennsylvania,Other,6,2013 10 Pennsylvania,O157:H7,286,44743,0.927,0.8740000000000001,56,39,5.59,50.45,5155,5417,103
352,2007,3,Pennsylvania,Food,8,2007 3 Pennsylvania,O157:H7,286,44743,0.927,0.8740000000000001,64,44,5.59,50.45,5155,5417,103
353,2007,3,Pennsylvania,Food,8,2007 3 Pennsylvania,O157:H7,286,44743,0.927,0.8740000000000001,64,44,5.59,50.45,5155,5417,103
354,2007,6,Pennsylvania,Food,2,2007 6 Pennsylvania,O157:H7,286,44743,0.927,0.8740000000000001,87,69,5.59,50.45,5155,5417,103
355,2011,8,Utah,Other,56,2011 8 Utah,O157:H7,36,82170,0.934,0.8959999999999999,78,58,5.59,50.45,5155,5417,103
356,2012,8,Utah,Other,9,2012 8 Utah,O157:H7,36,82170,0.934,0.8959999999999999,78,58,5.59,50.45,5155,5417,103
357,2009,7,Utah,Other,21,2009 7 Utah,O157:H7,36,82170,0.934,0.8959999999999999,89,67,5.59,50.45,5155,5417,103
358,2014,7,Utah,Other,3,2014 7 Utah,O157:H7,36,82170,0.934,0.8959999999999999,89,67,5.59,50.45,5155,5417,103
359,1998,7,Utah,Food,10,1998 7 Utah,O157:H7,36,82170,0.934,0.8959999999999999,89,67,5.59,50.45,5155,5417,103
360,2017,7,Utah,Other,3,2017 7 Utah,O157:H7,36,82170,0.934,0.8959999999999999,89,67,5.59,50.45,5155,5417,103
361,2010,6,Utah,Food,4,2010 6 Utah,O157:H7,36,82170,0.934,0.8959999999999999,90,69,5.59,50.45,5155,5417,103
362,2017,6,Utah,Other,6,2017 6 Utah,O157:H7,36,82170,0.934,0.8959999999999999,90,69,5.59,50.45,5155,5417,103
363,2010,5,North Carolina,Other,2,2010 5 North Carolina,O157:H7,206,48618,0.909,0.861,86,65,5.59,50.45,5155,5417,103
364,1999,5,North Carolina,Food,2,1999 5 North Carolina,O157:H7,206,48618,0.909,0.861,86,65,5.59,50.45,5155,5417,103
365,1999,5,North Carolina,Food,2,1999 5 North Carolina,O157:H7,206,48618,0.909,0.861,86,65,5.59,50.45,5155,5417,103
366,2007,5,North Carolina,Food,22,2007 5 North Carolina,O157:H7,206,48618,0.909,0.861,86,65,5.59,50.45,5155,5417,103
367,2011,10,North Carolina,Other,25,2011 10 North Carolina,O157:H7,206,48618,0.909,0.861,62,39,5.59,50.45,5155,5417,103
368,2006,10,North Carolina,Food,5,2006 10 North Carolina,O157:H7,206,48618,0.909,0.861,62,39,5.59,50.45,5155,5417,103
369,2012,9,North Carolina,Other,105,2012 9 North Carolina,O157:H7,206,48618,0.909,0.861,72,49,5.59,50.45,5155,5417,103
370,2007,9,North Carolina,Food,17,2007 9 North Carolina,O157:H7,206,48618,0.909,0.861,72,49,5.59,50.45,5155,5417,103
371,1999,8,North Carolina,Food,3,1999 8 North Carolina,O157:H7,206,48618,0.909,0.861,81,60,5.59,50.45,5155,5417,103
