,Year,Month,State,Primary Mode,Illnesses,Hospitalizations,Deaths,Outbreak ID,Strain,Density (Pop./ mi2),Landarea(mi2),HDI (2017)[note 1],HDI (1995),Average High (F),Average Low (F)
728,2012,7,Illinois,Other,7,0.0,0.0,2012 7 Illinois,O111,231,55519,0.9329999999999999,0.883,82.0,66.0
729,2001,7,Illinois,Food,19,8.0,0.0,2001 7 Illinois,O157:H7,231,55519,0.9329999999999999,0.883,82.0,66.0
730,2015,7,Illinois,Food,10,1.0,0.0,2015 7 Illinois,O157:H7,231,55519,0.9329999999999999,0.883,82.0,66.0
731,2015,7,Illinois,Food,10,1.0,0.0,2015 7 Illinois,Typhimurium,231,55519,0.9329999999999999,0.883,82.0,66.0
732,2015,7,Illinois,Food,10,1.0,0.0,2015 7 Illinois,Enteritidis,231,55519,0.9329999999999999,0.883,82.0,66.0
733,2009,9,Illinois,Food,4,2.0,0.0,2009 9 Illinois,O157:H7,231,55519,0.9329999999999999,0.883,63.0,46.0
734,1999,9,Illinois,Food,321,17.0,0.0,1999 9 Illinois,O157:H7,231,55519,0.9329999999999999,0.883,63.0,46.0
735,2001,9,Illinois,Food,8,4.0,0.0,2001 9 Illinois,O157:H7,231,55519,0.9329999999999999,0.883,63.0,46.0
736,2007,9,Illinois,Food,10,7.0,0.0,2007 9 Illinois,O157:H7,231,55519,0.9329999999999999,0.883,63.0,46.0
737,2013,5,Illinois,Food,51,10.0,0.0,2013 5 Illinois,O157:H7,231,55519,0.9329999999999999,0.883,81.0,63.0
738,2001,5,Illinois,Food,2,,,2001 5 Illinois,O157:H7,231,55519,0.9329999999999999,0.883,81.0,63.0
739,2005,5,Illinois,Food,21,0.0,0.0,2005 5 Illinois,O169:H41,231,55519,0.9329999999999999,0.883,81.0,63.0
740,2015,5,Illinois,Food,10,0.0,0.0,2015 5 Illinois,O157:H7,231,55519,0.9329999999999999,0.883,81.0,63.0
741,2017,5,Illinois,Food,11,1.0,0.0,2017 5 Illinois,O145,231,55519,0.9329999999999999,0.883,81.0,63.0
742,2017,5,Illinois,Food,11,1.0,0.0,2017 5 Illinois,O111,231,55519,0.9329999999999999,0.883,81.0,63.0
743,1998,6,Illinois,Food,916,7.0,0.0,1998 6 Illinois,O6,231,55519,0.9329999999999999,0.883,84.0,68.0
744,2002,6,Illinois,Food,4,3.0,0.0,2002 6 Illinois,O157:H7,231,55519,0.9329999999999999,0.883,84.0,68.0
745,2006,6,Illinois,Food,2,2.0,0.0,2006 6 Illinois,O157:H7,231,55519,0.9329999999999999,0.883,84.0,68.0
746,2008,6,Illinois,Food,2,1.0,0.0,2008 6 Illinois,O157:H7,231,55519,0.9329999999999999,0.883,84.0,68.0
747,2016,6,Illinois,Food,96,19.0,0.0,2016 6 Illinois,O157:H7,231,55519,0.9329999999999999,0.883,84.0,68.0
748,2002,3,Illinois,Food,17,5.0,0.0,2002 3 Illinois,O157:H7,231,55519,0.9329999999999999,0.883,59.0,41.0
749,2015,3,Illinois,Food,7,0.0,0.0,2015 3 Illinois,GII.4,231,55519,0.9329999999999999,0.883,59.0,41.0
750,2015,3,Illinois,Food,7,0.0,0.0,2015 3 Illinois,Sydney,231,55519,0.9329999999999999,0.883,59.0,41.0
751,2003,8,Illinois,Food,30,3.0,0.0,2003 8 Illinois,O157:H7,231,55519,0.9329999999999999,0.883,75.0,57.0
752,2004,8,Illinois,Food,6,2.0,0.0,2004 8 Illinois,O157:H7,231,55519,0.9329999999999999,0.883,75.0,57.0
753,2003,11,Illinois,Food,3,1.0,0.0,2003 11 Illinois,O157:H7,231,55519,0.9329999999999999,0.883,36.0,23.0
754,2012,4,California,Food,12,1.0,0.0,2012 4 California,O157:H7,251,"155,959[5]",0.934,0.882,80,51
755,2002,4,California,Food,26,5.0,0.0,2002 4 California,O157:H7,251,"155,959[5]",0.934,0.882,80,51
756,2002,4,California,Food,9,3.0,,2002 4 California,O157:H7,251,"155,959[5]",0.934,0.882,80,51
757,2017,4,California,Food,9,4.0,0.0,2017 4 California,O157:H7,251,"155,959[5]",0.934,0.882,80,51
758,2011,8,California,Food,5,3.0,0.0,2011 8 California,O157:H7,251,"155,959[5]",0.934,0.882,87,56
759,2013,8,California,Food,22,7.0,0.0,2013 8 California,O157:H7,251,"155,959[5]",0.934,0.882,87,56
760,1998,8,California,Food,2,2.0,0.0,1998 8 California,O157:H7,251,"155,959[5]",0.934,0.882,87,56
761,2002,8,California,Food,16,2.0,,2002 8 California,O157:H7,251,"155,959[5]",0.934,0.882,87,56
762,2002,8,California,Food,9,3.0,,2002 8 California,O157:H7,251,"155,959[5]",0.934,0.882,87,56
763,2003,8,California,Food,18,6.0,2.0,2003 8 California,O157:H7,251,"155,959[5]",0.934,0.882,87,56
764,2004,8,California,Food,8,5.0,0.0,2004 8 California,O157:H7,251,"155,959[5]",0.934,0.882,87,56
765,2013,7,California,Food,5,5.0,0.0,2013 7 California,O157:H7,251,"155,959[5]",0.934,0.882,91,58
766,1998,7,California,Food,28,17.0,0.0,1998 7 California,O157:H7,251,"155,959[5]",0.934,0.882,91,58
767,2002,7,California,Food,5,3.0,0.0,2002 7 California,O157:H7,251,"155,959[5]",0.934,0.882,91,58
768,2002,7,California,Food,2,1.0,1.0,2002 7 California,O157:H7,251,"155,959[5]",0.934,0.882,91,58
769,2007,7,California,Food,76,1.0,0.0,2007 7 California,other,251,"155,959[5]",0.934,0.882,91,58
770,2008,7,California,Food,5,4.0,2.0,2008 7 California,O157:H7,251,"155,959[5]",0.934,0.882,91,58
771,2013,10,California,Food,8,1.0,0.0,2013 10 California,O157:H7,251,"155,959[5]",0.934,0.882,64,43
772,2000,10,California,Food,14,8.0,0.0,2000 10 California,O157:H7,251,"155,959[5]",0.934,0.882,64,43
773,1998,10,California,Food,39,1.0,0.0,1998 10 California,O157:H7,251,"155,959[5]",0.934,0.882,64,43
774,2003,10,California,Food,16,10.0,1.0,2003 10 California,O157:H7,251,"155,959[5]",0.934,0.882,64,43
775,2015,10,California,Food,15,1.0,0.0,2015 10 California,O111:NM,251,"155,959[5]",0.934,0.882,64,43
776,2017,10,California,Food,244,29.0,0.0,2017 10 California,O26,251,"155,959[5]",0.934,0.882,64,43
777,2017,10,California,Food,244,29.0,0.0,2017 10 California,O157,251,"155,959[5]",0.934,0.882,64,43
778,2014,3,California,Food,2,1.0,0.0,2014 3 California,O157:H7,251,"155,959[5]",0.934,0.882,71,46
779,1999,3,California,Food,245,0.0,0.0,1999 3 California,unknown,251,"155,959[5]",0.934,0.882,71,46
780,2003,3,California,Food,6,3.0,0.0,2003 3 California,O157:H7,251,"155,959[5]",0.934,0.882,71,46
781,2007,3,California,Food,52,6.0,0.0,2007 3 California,O157:H7,251,"155,959[5]",0.934,0.882,71,46
782,1998,6,California,Food,8,2.0,0.0,1998 6 California,O157:NM,251,"155,959[5]",0.934,0.882,92,58
783,1998,6,California,Food,8,2.0,0.0,1998 6 California,(H-),251,"155,959[5]",0.934,0.882,92,58
784,2006,6,California,Food,2,0.0,0.0,2006 6 California,unknown,251,"155,959[5]",0.934,0.882,92,58
785,2010,1,California,Food,19,0.0,0.0,2010 1 California,O6:H16,251,"155,959[5]",0.934,0.882,60,41
786,2016,1,California,Food,10,4.0,0.0,2016 1 California,O157:H7,251,"155,959[5]",0.934,0.882,60,41
787,1998,5,California,Food,3,1.0,0.0,1998 5 California,O157:H7,251,"155,959[5]",0.934,0.882,87,56
788,2002,5,California,Food,48,0.0,0.0,2002 5 California,O157:NM,251,"155,959[5]",0.934,0.882,87,56
789,2002,5,California,Food,48,0.0,0.0,2002 5 California,(H-),251,"155,959[5]",0.934,0.882,87,56
790,2002,5,California,Food,8,5.0,0.0,2002 5 California,O157:H7,251,"155,959[5]",0.934,0.882,87,56
791,2007,5,California,Food,124,8.0,0.0,2007 5 California,O157:H7,251,"155,959[5]",0.934,0.882,87,56
792,2009,9,California,Food,3,2.0,0.0,2009 9 California,O157:H7,251,"155,959[5]",0.934,0.882,78,50
793,2003,9,California,Food,51,11.0,0.0,2003 9 California,O157:H7,251,"155,959[5]",0.934,0.882,78,50
794,2004,9,California,Food,62,1.0,0.0,2004 9 California,other,251,"155,959[5]",0.934,0.882,78,50
795,2006,9,California,Food,6,3.0,0.0,2006 9 California,O157:H7,251,"155,959[5]",0.934,0.882,78,50
796,2007,9,California,Food,5,2.0,0.0,2007 9 California,O157:H7,251,"155,959[5]",0.934,0.882,78,50
797,2008,9,California,Food,27,5.0,0.0,2008 9 California,O157:H7,251,"155,959[5]",0.934,0.882,78,50
798,2008,9,California,Food,3,1.0,0.0,2008 9 California,O157:H7,251,"155,959[5]",0.934,0.882,78,50
799,2008,2,California,Food,2,0.0,0.0,2008 2 California,O157:H7,251,"155,959[5]",0.934,0.882,65,44
800,2010,2,California,Food,7,0.0,0.0,2010 2 California,O157:H7,251,"155,959[5]",0.934,0.882,65,44
801,2012,8,Wyoming,Other,3,3.0,0.0,2012 8 Wyoming,O157:H7,6,97093,0.937,0.896,72.0,45.0
802,2017,8,Wyoming,Food,3,2.0,0.0,2017 8 Wyoming,O145,6,97093,0.937,0.896,72.0,45.0
803,2013,2,Wyoming,Other,2,0.0,0.0,2013 2 Wyoming,O157:H7,6,97093,0.937,0.896,47.0,24.0
804,2000,10,Wyoming,Food,2,1.0,0.0,2000 10 Wyoming,O157:H7,6,97093,0.937,0.896,47.0,24.0
805,2000,6,Wyoming,Food,3,0.0,0.0,2000 6 Wyoming,O157:H7,6,97093,0.937,0.896,83.0,56.0
806,2009,7,Wyoming,Food,2,0.0,0.0,2009 7 Wyoming,O111,6,97093,0.937,0.896,81.0,54.0
807,2015,4,Wyoming,Other,9,0.0,0.0,2015 4 Wyoming,unknown,6,97093,0.937,0.896,65.0,40.0
808,2015,4,Wyoming,Other,9,0.0,0.0,2015 4 Wyoming,,6,97093,0.937,0.896,65.0,40.0
809,2012,7,Montana,Other,2,1.0,0.0,2012 7 Montana,O157:H7,7,145546,0.9229999999999999,0.876,85,52
810,2016,7,Montana,Food,38,6.0,0.0,2016 7 Montana,O157:H7,7,145546,0.9229999999999999,0.876,85,52
811,2013,3,Montana,Food,3,0.0,0.0,2013 3 Montana,O157:H7,7,145546,0.9229999999999999,0.876,58,32
812,2014,8,Montana,Other,3,3.0,0.0,2014 8 Montana,O145,7,145546,0.9229999999999999,0.876,73,43
813,1998,10,Montana,Food,40,,,1998 10 Montana,O121,7,145546,0.9229999999999999,0.876,43,22
814,2012,8,Iowa,Other,4,0.0,0.0,2012 8 Iowa,O157:H7,55,55857,0.9309999999999999,0.885,76.0,55.0
815,2000,7,Iowa,Food,56,4.0,,2000 7 Iowa,O157:H7,55,55857,0.9309999999999999,0.885,84.0,65.0
816,2010,7,Iowa,Other,7,0.0,0.0,2010 7 Iowa,O157:H7,55,55857,0.9309999999999999,0.885,84.0,65.0
817,2002,6,Iowa,Food,5,1.0,0.0,2002 6 Iowa,O157:H7,55,55857,0.9309999999999999,0.885,86.0,67.0
818,2016,6,Iowa,Food,10,0.0,0.0,2016 6 Iowa,O111,55,55857,0.9309999999999999,0.885,86.0,67.0
819,2016,6,Iowa,Other,7,0.0,0.0,2016 6 Iowa,O157:H7,55,55857,0.9309999999999999,0.885,86.0,67.0
820,2017,6,Iowa,Other,6,0.0,0.0,2017 6 Iowa,O157:H7,55,55857,0.9309999999999999,0.885,86.0,67.0
821,2008,10,Iowa,Food,5,2.0,0.0,2008 10 Iowa,O157:H7,55,55857,0.9309999999999999,0.885,48.0,31.0
822,2017,9,Iowa,Other,5,2.0,0.0,2017 9 Iowa,O157:H7,55,55857,0.9309999999999999,0.885,63.0,43.0
823,2012,9,Oklahoma,Other,3,2.0,0.0,2012 9 Oklahoma,O157:H7,57,68595,0.899,0.858,73,52
824,1999,10,Oklahoma,Food,25,6.0,0.0,1999 10 Oklahoma,O157:H7,57,68595,0.899,0.858,62,40
825,2010,10,Oklahoma,Other,3,2.0,0.0,2010 10 Oklahoma,O157:H7,57,68595,0.899,0.858,62,40
826,1998,7,Oklahoma,Food,21,1.0,0.0,1998 7 Oklahoma,O157:H7,57,68595,0.899,0.858,93,71
827,2008,8,Oklahoma,Food,344,71.0,1.0,2008 8 Oklahoma,O111,57,68595,0.899,0.858,85,63
828,2014,3,Oklahoma,Other,11,,0.0,2014 3 Oklahoma,O157:H7,57,68595,0.899,0.858,72,50
829,2010,11,Oklahoma,Food,21,0.0,0.0,2010 11 Oklahoma,O157:H7,57,68595,0.899,0.858,51,31
830,2010,11,Oklahoma,Food,21,0.0,0.0,2010 11 Oklahoma,O84:NM,57,68595,0.899,0.858,51,31
831,2012,11,Mississippi,Other,12,1.0,0.0,2012 11 Mississippi,O157,63,46923,0.866,0.825,58,37
832,2013,9,Florida,Food,7,5.0,0.0,2013 9 Florida,O157:H7,378,53625,0.9129999999999999,0.873,81,57
833,2014,11,Florida,Food,2,0.0,0.0,2014 11 Florida,unknown,378,53625,0.9129999999999999,0.873,65,41
834,1998,11,Florida,Food,21,5.0,0.0,1998 11 Florida,O157:H7,378,53625,0.9129999999999999,0.873,65,41
835,1999,6,Florida,Food,17,7.0,0.0,1999 6 Florida,O157:H7,378,53625,0.9129999999999999,0.873,92,72
836,2003,6,Florida,Food,2,,,2003 6 Florida,O157,378,53625,0.9129999999999999,0.873,92,72
837,2000,10,Florida,Food,7,,,2000 10 Florida,O157,378,53625,0.9129999999999999,0.873,73,47
838,2000,10,Florida,Food,2,1.0,,2000 10 Florida,O157:H7,378,53625,0.9129999999999999,0.873,73,47
839,1998,10,Florida,Food,16,1.0,0.0,1998 10 Florida,O157:H7,378,53625,0.9129999999999999,0.873,73,47
840,2007,10,Florida,Food,2,,,2007 10 Florida,O157:H7,378,53625,0.9129999999999999,0.873,73,47
841,1999,8,Florida,Food,2,0.0,0.0,1999 8 Florida,O157:H7,378,53625,0.9129999999999999,0.873,88,68
842,2002,8,Florida,Food,2,2.0,0.0,2002 8 Florida,O157:H7,378,53625,0.9129999999999999,0.873,88,68
843,2002,8,Florida,Food,2,1.0,0.0,2002 8 Florida,O157,378,53625,0.9129999999999999,0.873,88,68
844,2002,8,Florida,Food,2,1.0,0.0,2002 8 Florida,O157,378,53625,0.9129999999999999,0.873,88,68
845,2004,4,Florida,Food,3,,,2004 4 Florida,O157:H7,378,53625,0.9129999999999999,0.873,87,62
846,2007,1,Florida,Food,2,2.0,0.0,2007 1 Florida,O157:H7,378,53625,0.9129999999999999,0.873,67,42
847,2009,5,Florida,Food,30,0.0,0.0,2009 5 Florida,O157:H7,378,53625,0.9129999999999999,0.873,91,69
848,2013,6,Nevada,Other,16,0.0,0.0,2013 6 Nevada,O26,26,109781,0.907,0.881,90,52
849,1998,10,Nevada,Food,14,,0.0,1998 10 Nevada,O157:H7,26,109781,0.907,0.881,54,27
850,2015,10,Nevada,Food,25,11.0,0.0,2015 10 Nevada,O157:H7,26,109781,0.907,0.881,54,27
851,2001,7,Nevada,Food,3,3.0,0.0,2001 7 Nevada,O157:H7,26,109781,0.907,0.881,88,51
852,2015,7,Nevada,Food,3,3.0,0.0,2015 7 Nevada,O157:H7,26,109781,0.907,0.881,88,51
853,2001,9,Nevada,Food,9,0.0,0.0,2001 9 Nevada,O157:H7,26,109781,0.907,0.881,68,35
854,2013,4,Indiana,Other,4,0.0,0.0,2013 4 Indiana,O26,184,35826,0.91,0.869,73,50
855,2013,9,Indiana,Other,4,2.0,0.0,2013 9 Indiana,O157:H7,184,35826,0.91,0.869,65,42
856,2015,9,Indiana,Other,5,0.0,0.0,2015 9 Indiana,O111,184,35826,0.91,0.869,65,42
857,2014,6,Indiana,Other,3,0.0,0.0,2014 6 Indiana,Other,184,35826,0.91,0.869,85,63
858,2009,6,Indiana,Other,3,1.0,0.0,2009 6 Indiana,O157:H7,184,35826,0.91,0.869,85,63
859,2014,7,Indiana,Other,3,0.0,0.0,2014 7 Indiana,O157:H7,184,35826,0.91,0.869,83,61
860,2015,7,Indiana,Other,7,3.0,1.0,2015 7 Indiana,O157:H7,184,35826,0.91,0.869,83,61
861,2015,7,Indiana,Other,7,3.0,1.0,2015 7 Indiana,unknown,184,35826,0.91,0.869,83,61
862,2014,5,Indiana,Other,7,1.0,0.0,2014 5 Indiana,O157:H7,184,35826,0.91,0.869,82,59
863,1998,5,Indiana,Food,27,6.0,0.0,1998 5 Indiana,O157:H7,184,35826,0.91,0.869,82,59
864,2000,10,Indiana,Food,6,5.0,0.0,2000 10 Indiana,O157:H7,184,35826,0.91,0.869,52,33
865,2015,11,Indiana,Other,2,1.0,0.0,2015 11 Indiana,O26,184,35826,0.91,0.869,39,23
866,2013,2,Hawaii,Food,8,4.0,0.0,2013 2 Hawaii,O157:H7,222,6423,0.943,0.902,81.0,68.0
867,2010,3,Hawaii,Food,7,4.0,0.0,2010 3 Hawaii,O157,222,6423,0.943,0.902,83.0,69.0
868,2007,3,Hawaii,Food,8,5.0,0.0,2007 3 Hawaii,O157:H7,222,6423,0.943,0.902,83.0,69.0
869,2016,8,Hawaii,Other,4,0.0,0.0,2016 8 Hawaii,O157:H7,222,6423,0.943,0.902,89.0,74.0
870,2014,4,Arkansas,Other,2,0.0,0.0,2014 4 Arkansas,O111,57,52035,0.883,0.839,81.0,61.0
871,2000,5,Arkansas,Food,36,14.0,0.0,2000 5 Arkansas,O157:H7,57,52035,0.883,0.839,89.0,69.0
872,2010,6,Arkansas,Other,5,3.0,0.0,2010 6 Arkansas,O157:H7,57,52035,0.883,0.839,92.0,73.0
873,2005,1,Arkansas,Food,3,3.0,0.0,2005 1 Arkansas,O157:H7,57,52035,0.883,0.839,55.0,35.0
874,2015,3,Arkansas,Other,2,1.0,0.0,2015 3 Arkansas,O157:H7,57,52035,0.883,0.839,73.0,51.0
875,2014,4,New Mexico,Food,4,2.0,0.0,2014 4 New Mexico,O26,17,121298,0.904,0.870,74,41
876,2014,10,New Mexico,Other,5,2.0,0.0,2014 10 New Mexico,O157:H7,17,121298,0.904,0.870,53,25
877,2016,10,New Mexico,Food,3,2.0,0.0,2016 10 New Mexico,O157:H7,17,121298,0.904,0.870,53,25
878,2015,8,New Mexico,Other,8,0.0,0.0,2015 8 New Mexico,O26,17,121298,0.904,0.870,78,47
879,2015,1,Rhode Island,Other,2,0.0,0.0,2015 1 Rhode Island,O26,1021,1034,0.922,0.876,40.0,24.0
880,1999,2,Nebraska,Food,65,8.0,0.0,1999 2 Nebraska,O157:H7,24,76824,0.937,0.889,50.0,28.0
881,2003,9,Nebraska,Food,12,8.0,0.0,2003 9 Nebraska,O157:H7,24,76824,0.937,0.889,64.0,41.0
882,2015,9,Nebraska,Food,6,2.0,0.0,2015 9 Nebraska,O26,24,76824,0.937,0.889,64.0,41.0
883,2008,3,Nebraska,Food,15,3.0,,2008 3 Nebraska,O157:H7,24,76824,0.937,0.889,63.0,39.0
884,2017,3,Nebraska,Other,6,1.0,0.0,2017 3 Nebraska,O26,24,76824,0.937,0.889,63.0,39.0
885,2008,7,Nebraska,Food,34,2.0,,2008 7 Nebraska,O111,24,76824,0.937,0.889,86.0,64.0
886,2017,8,Nebraska,Other,3,1.0,0.0,2017 8 Nebraska,O157:H7,24,76824,0.937,0.889,77.0,54.0
887,2000,7,Alaska,Food,31,11.0,0.0,2000 7 Alaska,O157:H7,1,570641,0.9420000000000001,0.912,64.0,50.0
888,2008,7,Alaska,Food,3,1.0,0.0,2008 7 Alaska,O157:H7,1,570641,0.9420000000000001,0.912,64.0,50.0
889,2005,2,Alaska,Food,4,2.0,0.0,2005 2 Alaska,O157:H7,1,570641,0.9420000000000001,0.912,34.0,19.0
890,2005,5,Alaska,Food,3,1.0,0.0,2005 5 Alaska,O157:H7,1,570641,0.9420000000000001,0.912,63.0,48.0
891,2016,6,Alaska,Other,9,1.0,0.0,2016 6 Alaska,O157,1,570641,0.9420000000000001,0.912,65.0,52.0
892,2003,10,North Dakota,Food,14,2.0,0.0,2003 10 North Dakota,O157:H7,10,69001,0.948,0.874,40,19
893,2003,7,North Dakota,Food,3,0.0,0.0,2003 7 North Dakota,O157:H7,10,69001,0.948,0.874,83,56
894,2007,7,North Dakota,Food,23,0.0,0.0,2007 7 North Dakota,O111,10,69001,0.948,0.874,83,56
895,2015,7,North Dakota,Other,65,5.0,0.0,2015 7 North Dakota,O157:NM,10,69001,0.948,0.874,83,56
896,2015,7,North Dakota,Other,65,5.0,0.0,2015 7 North Dakota,(H-),10,69001,0.948,0.874,83,56
897,2004,5,New Jersey,Food,4,1.0,,2004 5 New Jersey,O157:H7,1218,7354,0.946,0.895,82,63
898,2004,11,New Jersey,Food,6,4.0,0.0,2004 11 New Jersey,O157:H7,1218,7354,0.946,0.895,44,30
899,2008,8,Vermont,Food,6,3.0,0.0,2008 8 Vermont,O157:H7,67,9217,0.938,0.885,70.0,51.0
900,2015,8,Vermont,Food,12,0.0,0.0,2015 8 Vermont,O157:H7,67,9217,0.938,0.885,70.0,51.0
901,2017,9,Vermont,Food,2,1.0,0.0,2017 9 Vermont,O157:H7,67,9217,0.938,0.885,57.0,39.0
902,2015,10,West Virginia,Other,6,0.0,0.0,2015 10 West Virginia,unknown,76,24038,0.879,0.837,57,37
903,2016,9,West Virginia,Other,2,0.0,0.0,2016 9 West Virginia,O157:H7,76,24038,0.879,0.837,68,45
